#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2024 01 04 16 10 327  6.2 999 99.0 9999
2024 01 04 16 20 328  6.3 999 99.0 9999
2024 01 04 16 30 346  5.7 999 99.0 9999
2024 01 04 16 40 336  5.4 999 99.0 9999
2024 01 04 16 50 347  4.9 999 99.0 9999
2024 01 04 17 00 342  4.9 328  8.0 1609
2024 01 04 17 10 347  4.6 999 99.0 9999
2024 01 04 17 20 340  4.6 999 99.0 9999
2024 01 04 17 30 347  4.3 999 99.0 9999
2024 01 04 17 40 328  4.0 999 99.0 9999
2024 01 04 17 50 321  4.1 999 99.0 9999
2024 01 04 18 00 312  2.5 358  7.4 1702
2024 01 04 18 10 335  3.2 999 99.0 9999
2024 01 04 18 20 317  3.6 999 99.0 9999
2024 01 04 18 30 313  3.1 999 99.0 9999
2024 01 04 18 40 306  2.8 999 99.0 9999
2024 01 04 18 50 300  2.5 999 99.0 9999
2024 01 04 19 00 308  1.8 335  6.0 1809
2024 01 04 19 10 324  2.1 999 99.0 9999
2024 01 04 19 20 284  2.5 999 99.0 9999
2024 01 04 19 30 310  1.8 999 99.0 9999
2024 01 04 19 40 298  1.9 999 99.0 9999
2024 01 04 19 50 297  1.6 999 99.0 9999
2024 01 04 20 00 298  1.6 284  3.9 1917
2024 01 04 20 10 307  2.0 999 99.0 9999
2024 01 04 20 20 315  1.6 999 99.0 9999
2024 01 04 20 30 309  1.3 999 99.0 9999
2024 01 04 20 40 321  1.2 999 99.0 9999
2024 01 04 20 50 297  1.4 999 99.0 9999
2024 01 04 21 00 265  0.9 332  3.9 2001
2024 01 04 21 10 251  1.1 999 99.0 9999
2024 01 04 21 20 237  2.1 999 99.0 9999
2024 01 04 21 30 267  1.3 999 99.0 9999
2024 01 04 21 40 240  1.5 999 99.0 9999
2024 01 04 21 50 262  2.8 999 99.0 9999
2024 01 04 22 00 244  3.3 252  4.9 2155
2024 01 04 22 10 230  3.0 999 99.0 9999
2024 01 04 22 20 238  2.7 999 99.0 9999
2024 01 04 22 30 230  3.4 999 99.0 9999
2024 01 04 22 40 249  3.8 999 99.0 9999
2024 01 04 22 50 262  3.6 999 99.0 9999
2024 01 04 23 00 247  5.6 247  8.4 2252
2024 01 04 23 10 260  4.7 999 99.0 9999
2024 01 04 23 20 256  5.6 999 99.0 9999
2024 01 04 23 30 239  6.7 999 99.0 9999
2024 01 04 23 40 235  5.3 999 99.0 9999
2024 01 04 23 50 229  4.6 999 99.0 9999
2024 01 05 00 00 234  4.7 238  8.6 2321
2024 01 05 00 10 221  6.3 999 99.0 9999
2024 01 05 00 20 246  8.5 999 99.0 9999
2024 01 05 00 30 249  7.2 999 99.0 9999
2024 01 05 00 40 236  7.6 999 99.0 9999
2024 01 05 00 50 234  7.5 999 99.0 9999
2024 01 05 01 00 232  8.4 247 11.6 0018
2024 01 05 01 10 246  7.8 999 99.0 9999
2024 01 05 01 20 244  8.9 999 99.0 9999
2024 01 05 01 30 232  7.1 999 99.0 9999
2024 01 05 01 40 230  7.3 999 99.0 9999
2024 01 05 01 50 239  8.9 999 99.0 9999
2024 01 05 02 00 237  9.0 230 11.9 0145
2024 01 05 02 10 225  9.8 999 99.0 9999
2024 01 05 02 20 222 10.7 999 99.0 9999
2024 01 05 02 30 222 11.2 999 99.0 9999
2024 01 05 02 40 229 10.1 999 99.0 9999
2024 01 05 02 50 223 10.0 999 99.0 9999
2024 01 05 03 00 229 10.1 219 15.8 0215
2024 01 05 03 10 227 10.6 999 99.0 9999
2024 01 05 03 20 220 11.8 999 99.0 9999
2024 01 05 03 30 223 11.7 999 99.0 9999
2024 01 05 03 40 224 11.3 999 99.0 9999
2024 01 05 03 50 223 11.4 999 99.0 9999
2024 01 05 04 00 227 12.7 226 16.2 0355
2024 01 05 04 10 229 12.5 999 99.0 9999
2024 01 05 04 20 233 11.0 999 99.0 9999
2024 01 05 04 30 231 12.3 999 99.0 9999
2024 01 05 04 40 228 11.9 999 99.0 9999
2024 01 05 04 50 228 12.1 999 99.0 9999
2024 01 05 05 00 234 11.8 230 15.5 0407
2024 01 05 05 10 225 12.6 999 99.0 9999
2024 01 05 05 20 228 12.9 999 99.0 9999
2024 01 05 05 30 227 13.5 999 99.0 9999
2024 01 05 05 40 229 13.5 999 99.0 9999
2024 01 05 05 50 232 13.7 999 99.0 9999
2024 01 05 06 00 238 13.5 238 17.8 0556
2024 01 05 06 10 244 11.9 999 99.0 9999
2024 01 05 06 20 256 13.4 999 99.0 9999
2024 01 05 06 30 254 13.5 999 99.0 9999
2024 01 05 06 40 256 12.9 999 99.0 9999
2024 01 05 06 50 265 11.6 999 99.0 9999
2024 01 05 07 00 260 12.4 251 16.7 0612
2024 01 05 07 10 266 11.6 999 99.0 9999
2024 01 05 07 20 266 11.9 999 99.0 9999
2024 01 05 07 30 265 11.7 999 99.0 9999
2024 01 05 07 40 268 11.7 999 99.0 9999
2024 01 05 07 50 271 11.5 999 99.0 9999
2024 01 05 08 00 276 11.8 266 15.4 0734
2024 01 05 08 10 275 11.4 999 99.0 9999
2024 01 05 08 20 272 11.6 999 99.0 9999
2024 01 05 08 30 275 12.0 999 99.0 9999
2024 01 05 08 40 282 11.5 999 99.0 9999
2024 01 05 08 50 280 11.0 999 99.0 9999
2024 01 05 09 00 278 11.5 282 14.8 0842
2024 01 05 09 10 284 11.5 999 99.0 9999
2024 01 05 09 20 283 11.9 999 99.0 9999
2024 01 05 09 30 294 12.5 999 99.0 9999
2024 01 05 09 40 300 11.6 999 99.0 9999
2024 01 05 09 50 302 11.4 999 99.0 9999
2024 01 05 10 00 306 10.9 287 14.8 0921
2024 01 05 10 10 302  9.8 999 99.0 9999
2024 01 05 10 20 297  9.2 999 99.0 9999
2024 01 05 10 30 300  7.7 999 99.0 9999
2024 01 05 10 40 299  8.2 999 99.0 9999
2024 01 05 10 50 299  8.7 999 99.0 9999
2024 01 05 11 00 289  8.5 285 11.8 1051
2024 01 05 11 10 289  9.4 999 99.0 9999
2024 01 05 11 20 294  8.1 999 99.0 9999
2024 01 05 11 30 295  8.4 999 99.0 9999
2024 01 05 11 40 290  8.3 999 99.0 9999
2024 01 05 11 50 294  9.3 999 99.0 9999
2024 01 05 12 00 296  8.6 295 12.6 1147
2024 01 05 12 10 299  9.1 999 99.0 9999
2024 01 05 12 20 307  9.6 999 99.0 9999
2024 01 05 12 30 315  8.6 999 99.0 9999
2024 01 05 12 40 318  9.9 999 99.0 9999
2024 01 05 12 50 318  8.6 999 99.0 9999
2024 01 05 13 00 320  7.6 305 12.3 1218
2024 01 05 13 10 299  7.8 999 99.0 9999
2024 01 05 13 20 296  8.6 999 99.0 9999
2024 01 05 13 30 301  7.6 999 99.0 9999
2024 01 05 13 40 293  7.9 999 99.0 9999
2024 01 05 13 50 299  7.5 999 99.0 9999
2024 01 05 14 00 310  6.5 293 11.2 1315
2024 01 05 14 10 304  8.0 999 99.0 9999
2024 01 05 14 20 304  7.6 999 99.0 9999
2024 01 05 14 30 312  7.7 999 99.0 9999
2024 01 05 14 40 307  7.2 999 99.0 9999
2024 01 05 14 50 306  6.8 999 99.0 9999
2024 01 05 15 00 313  6.2 296 10.6 1411
2024 01 05 15 10 321  6.5 999 99.0 9999
2024 01 05 15 20 310  6.2 999 99.0 9999
2024 01 05 15 30 313  6.2 999 99.0 9999
2024 01 05 15 40 314  5.7 999 99.0 9999
2024 01 05 15 50 305  6.0 999 99.0 9999
2024 01 05 16 00 311  5.6 314  8.9 1524
2024 01 05 16 10 305  4.9 999 99.0 9999
2024 01 05 16 20 304  5.0 999 99.0 9999
2024 01 05 16 30 317  4.7 999 99.0 9999
2024 01 05 16 40 312  4.6 999 99.0 9999
2024 01 05 16 50 310  4.9 999 99.0 9999
2024 01 05 17 00 294  4.1 305  6.8 1617
2024 01 05 17 10 331  5.0 999 99.0 9999
2024 01 05 17 20 338  5.4 999 99.0 9999
2024 01 05 17 30 352  5.4 999 99.0 9999
2024 01 05 17 40 359  4.8 999 99.0 9999
2024 01 05 17 50 356  4.8 999 99.0 9999
2024 01 05 18 00 358  5.0 330  7.9 1711
2024 01 05 18 10 354  4.5 999 99.0 9999
2024 01 05 18 20 352  4.2 999 99.0 9999
2024 01 05 18 30 358  4.4 999 99.0 9999
2024 01 05 18 40 357  3.8 999 99.0 9999
2024 01 05 18 50 357  3.9 999 99.0 9999
2024 01 05 19 00   8  4.1 354  5.9 1802
2024 01 05 19 10   1  3.4 999 99.0 9999
2024 01 05 19 20  12  3.3 999 99.0 9999
2024 01 05 19 30   6  3.8 999 99.0 9999
2024 01 05 19 40 358  3.4 999 99.0 9999
2024 01 05 19 50  10  4.0 999 99.0 9999
2024 01 05 20 00   8  3.7   7  5.4 1943
2024 01 05 20 10   9  3.6 999 99.0 9999
2024 01 05 20 20  24  4.3 999 99.0 9999
2024 01 05 20 30  24  4.5 999 99.0 9999
2024 01 05 20 40  31  5.6 999 99.0 9999
2024 01 05 20 50  33  6.2 999 99.0 9999
2024 01 05 21 00  33  6.5  35  8.3 2057
2024 01 05 21 10  32  6.5 999 99.0 9999
2024 01 05 21 20  36  6.4 999 99.0 9999
2024 01 05 21 30  37  6.7 999 99.0 9999
2024 01 05 21 40  27  6.9 999 99.0 9999
2024 01 05 21 50  40  6.2 999 99.0 9999
2024 01 05 22 00  32  5.7  32  8.5 2114
2024 01 05 22 10  37  5.7 999 99.0 9999
2024 01 05 22 20  46  5.8 999 99.0 9999
2024 01 05 22 30  35  5.8 999 99.0 9999
2024 01 05 22 40  40  5.2 999 99.0 9999
2024 01 05 22 50  41  4.9 999 99.0 9999
2024 01 05 23 00  54  5.2  35  7.2 2228
2024 01 05 23 10  72  5.5 999 99.0 9999
2024 01 05 23 20  77  5.8 999 99.0 9999
2024 01 05 23 30  93  5.9 999 99.0 9999
2024 01 05 23 40  92  5.6 999 99.0 9999
2024 01 05 23 50 101  5.7 999 99.0 9999
2024 01 06 00 00 101  5.7  88  7.2 2330
2024 01 06 00 10 107  6.0 999 99.0 9999
2024 01 06 00 20 104  6.4 999 99.0 9999
2024 01 06 00 30 104  6.6 999 99.0 9999
2024 01 06 00 40 102  6.5 999 99.0 9999
2024 01 06 00 50  98  6.5 999 99.0 9999
2024 01 06 01 00  96  6.9 103  8.0 0038
2024 01 06 01 10  86  6.8 999 99.0 9999
2024 01 06 01 20  78  7.1 999 99.0 9999
2024 01 06 01 30  76  7.4 999 99.0 9999
2024 01 06 01 40  77  7.4 999 99.0 9999
2024 01 06 01 50  74  6.7 999 99.0 9999
2024 01 06 02 00  72  6.7  76  8.6 0121
2024 01 06 02 10  74  6.2 999 99.0 9999
2024 01 06 02 20  79  5.9 999 99.0 9999
2024 01 06 02 30  78  6.0 999 99.0 9999
2024 01 06 02 40  81  6.5 999 99.0 9999
2024 01 06 02 50  83  6.1 999 99.0 9999
2024 01 06 03 00  83  5.9  73  7.7 0206
2024 01 06 03 10  81  5.7 999 99.0 9999
2024 01 06 03 20  78  5.4 999 99.0 9999
2024 01 06 03 30  84  5.0 999 99.0 9999
2024 01 06 03 40  90  4.9 999 99.0 9999
2024 01 06 03 50  92  5.4 999 99.0 9999
2024 01 06 04 00  88  5.2  91  7.1 0346
2024 01 06 04 10  86  5.1 999 99.0 9999
2024 01 06 04 20  90  5.7 999 99.0 9999
2024 01 06 04 30  94  6.8 999 99.0 9999
2024 01 06 04 40  96  7.7 999 99.0 9999
2024 01 06 04 50  98  8.5 999 99.0 9999
2024 01 06 05 00  98  8.3  98 10.1 0443
2024 01 06 05 10  98  8.0 999 99.0 9999
2024 01 06 05 20  97  7.9 999 99.0 9999
2024 01 06 05 30  97  8.0 999 99.0 9999
2024 01 06 05 40  99  7.7 999 99.0 9999
2024 01 06 05 50  98  8.3 999 99.0 9999
2024 01 06 06 00 102  8.9 102 11.5 0559
2024 01 06 06 10 119 11.1 999 99.0 9999
2024 01 06 06 20 124 10.8 999 99.0 9999
2024 01 06 06 30 127 11.3 999 99.0 9999
2024 01 06 06 40 127 11.4 999 99.0 9999
2024 01 06 06 50 124 11.2 999 99.0 9999
2024 01 06 07 00 122 11.3 112 12.6 0602
2024 01 06 07 10 119 11.3 999 99.0 9999
2024 01 06 07 20 118 11.5 999 99.0 9999
2024 01 06 07 30 118 11.9 999 99.0 9999
2024 01 06 07 40 119 12.0 999 99.0 9999
2024 01 06 07 50 117 12.2 999 99.0 9999
2024 01 06 08 00 117 12.0 117 13.7 0749
2024 01 06 08 10 119 12.0 999 99.0 9999
2024 01 06 08 20 116 12.7 999 99.0 9999
2024 01 06 08 30 117 12.1 999 99.0 9999
2024 01 06 08 40 117 12.5 999 99.0 9999
2024 01 06 08 50 116 12.1 999 99.0 9999
2024 01 06 09 00 119 11.9 116 13.9 0818
2024 01 06 09 10 121 11.9 999 99.0 9999
2024 01 06 09 20 120 11.7 999 99.0 9999
2024 01 06 09 30 116 11.6 999 99.0 9999
2024 01 06 09 40 133 10.8 999 99.0 9999
2024 01 06 09 50 133 11.2 999 99.0 9999
2024 01 06 10 00 128 11.5 120 13.4 0904
2024 01 06 10 10 119 10.8 999 99.0 9999
2024 01 06 10 20 120 10.8 999 99.0 9999
2024 01 06 10 30 119 10.8 999 99.0 9999
2024 01 06 10 40 122 10.9 999 99.0 9999
2024 01 06 10 50 129  9.7 999 99.0 9999
2024 01 06 11 00 136  9.9 119 12.4 1035
2024 01 06 11 10 137  9.7 999 99.0 9999
2024 01 06 11 20 139  9.6 999 99.0 9999
2024 01 06 11 30 138  9.5 999 99.0 9999
2024 01 06 11 40 132  9.5 999 99.0 9999
2024 01 06 11 50 139  8.9 999 99.0 9999
2024 01 06 12 00 139  8.7 139 10.7 1100
2024 01 06 12 10 142  8.9 999 99.0 9999
2024 01 06 12 20 141  8.8 999 99.0 9999
2024 01 06 12 30 141  8.8 999 99.0 9999
2024 01 06 12 40 147  8.6 999 99.0 9999
2024 01 06 12 50 145  9.3 999 99.0 9999
2024 01 06 13 00 144  8.5 142 10.2 1216
2024 01 06 13 10 142  8.5 999 99.0 9999
2024 01 06 13 20 143  9.0 999 99.0 9999
2024 01 06 13 30 145  8.9 999 99.0 9999
2024 01 06 13 40 145  9.1 999 99.0 9999
2024 01 06 13 50 146  9.0 999 99.0 9999
2024 01 06 14 00 144  9.4 145 10.3 1314
2024 01 06 14 10 144  8.7 999 99.0 9999
2024 01 06 14 20 146  8.2 999 99.0 9999
2024 01 06 14 30 149  7.9 999 99.0 9999
2024 01 06 14 40 149  7.7 999 99.0 9999
2024 01 06 14 50 147  7.5 999 99.0 9999
2024 01 06 15 00 151  7.3 146 10.1 1402
2024 01 06 15 10 155  6.6 999 99.0 9999
2024 01 06 15 20 154  6.7 999 99.0 9999
2024 01 06 15 30 147  6.7 999 99.0 9999
2024 01 06 15 40 152  6.7 999 99.0 9999
2024 01 06 15 50 147  6.9 999 99.0 9999
2024 01 06 16 00 152  7.1 151  8.4 1554
2024 01 06 16 10 150  6.8 999 99.0 9999
2024 01 06 16 20 155  6.5 999 99.0 9999
2024 01 06 16 30 157  6.4 999 99.0 9999
2024 01 06 16 40 163  6.2 999 99.0 9999
2024 01 06 16 50 168  6.2 999 99.0 9999
2024 01 06 17 00 179  6.8 152  7.6 1610
2024 01 06 17 10 179  6.7 999 99.0 9999
2024 01 06 17 20 179  7.1 999 99.0 9999
2024 01 06 17 30 178  6.7 999 99.0 9999
2024 01 06 17 40 177  6.9 999 99.0 9999
2024 01 06 17 50 180  6.9 999 99.0 9999
2024 01 06 18 00 180  6.8 173  8.2 1736
2024 01 06 18 10 180  7.0 999 99.0 9999
2024 01 06 18 20 183  6.9 999 99.0 9999
2024 01 06 18 30 185  6.7 999 99.0 9999
2024 01 06 18 40 180  6.8 999 99.0 9999
2024 01 06 18 50 179  6.4 999 99.0 9999
2024 01 06 19 00 182  6.9 179  8.0 1832
2024 01 06 19 10 185  6.8 999 99.0 9999
2024 01 06 19 20 184  6.8 999 99.0 9999
2024 01 06 19 30 185  6.8 999 99.0 9999
2024 01 06 19 40 184  6.7 999 99.0 9999
2024 01 06 19 50 188  6.7 999 99.0 9999
2024 01 06 20 00 186  6.5 186  7.7 1924
2024 01 06 20 10 187  6.7 999 99.0 9999
2024 01 06 20 20 187  6.6 999 99.0 9999
2024 01 06 20 30 187  6.6 999 99.0 9999
2024 01 06 20 40 190  6.6 999 99.0 9999
2024 01 06 20 50 191  6.3 999 99.0 9999
2024 01 06 21 00 194  5.9 191  7.5 2033
2024 01 06 21 10 197  5.4 999 99.0 9999
2024 01 06 21 20 195  5.5 999 99.0 9999
2024 01 06 21 30 200  5.7 999 99.0 9999
2024 01 06 21 40 198  5.4 999 99.0 9999
2024 01 06 21 50 199  4.9 999 99.0 9999
2024 01 06 22 00 201  5.3 195  6.5 2116
2024 01 06 22 10 207  5.3 999 99.0 9999
2024 01 06 22 20 205  4.8 999 99.0 9999
2024 01 06 22 30 212  4.7 999 99.0 9999
2024 01 06 22 40 212  5.1 999 99.0 9999
2024 01 06 22 50 206  4.9 999 99.0 9999
2024 01 06 23 00 206  5.2 209  5.9 2204
2024 01 06 23 10 206  5.5 999 99.0 9999
2024 01 06 23 20 206  6.0 999 99.0 9999
2024 01 06 23 30 208  5.9 999 99.0 9999
2024 01 06 23 40 205  6.5 999 99.0 9999
2024 01 06 23 50 208  6.3 999 99.0 9999
2024 01 07 00 00 206  5.6 204  7.2 2337
2024 01 07 00 10 215  6.2 999 99.0 9999
2024 01 07 00 20 222  6.4 999 99.0 9999
2024 01 07 00 30 223  6.9 999 99.0 9999
2024 01 07 00 40 224  6.7 999 99.0 9999
2024 01 07 00 50 214  7.7 999 99.0 9999
2024 01 07 01 00 217  7.1 214  8.6 0049
2024 01 07 01 10 221  7.5 999 99.0 9999
2024 01 07 01 20 231  6.7 999 99.0 9999
2024 01 07 01 30 229  6.9 999 99.0 9999
2024 01 07 01 40 231  7.2 999 99.0 9999
2024 01 07 01 50 235  6.3 999 99.0 9999
2024 01 07 02 00 234  6.4 217  8.3 0106
2024 01 07 02 10 235  6.3 999 99.0 9999
2024 01 07 02 20 239  6.0 999 99.0 9999
2024 01 07 02 30 238  6.0 999 99.0 9999
2024 01 07 02 40 236  6.2 999 99.0 9999
2024 01 07 02 50 242  6.4 999 99.0 9999
2024 01 07 03 00 242  6.2 241  7.2 0247
2024 01 07 03 10 251  6.4 999 99.0 9999
2024 01 07 03 20 253  6.7 999 99.0 9999
2024 01 07 03 30 252  6.2 999 99.0 9999
2024 01 07 03 40 251  6.1 999 99.0 9999
2024 01 07 03 50 249  5.8 999 99.0 9999
2024 01 07 04 00 236  5.4 258  7.6 0310
2024 01 07 04 10 238  5.7 999 99.0 9999
2024 01 07 04 20 236  5.8 999 99.0 9999
2024 01 07 04 30 233  5.4 999 99.0 9999
2024 01 07 04 40 240  5.3 999 99.0 9999
2024 01 07 04 50 230  4.9 999 99.0 9999
2024 01 07 05 00 225  5.0 236  6.6 0415
2024 01 07 05 10 229  5.5 999 99.0 9999
2024 01 07 05 20 221  5.8 999 99.0 9999
2024 01 07 05 30 224  6.1 999 99.0 9999
2024 01 07 05 40 227  6.7 999 99.0 9999
2024 01 07 05 50 267  6.5 999 99.0 9999
2024 01 07 06 00 278  6.1 221  7.7 0535
2024 01 07 06 10 283  6.1 999 99.0 9999
2024 01 07 06 20 280  5.6 999 99.0 9999
2024 01 07 06 30 293  5.5 999 99.0 9999
2024 01 07 06 40 296  5.3 999 99.0 9999
2024 01 07 06 50 303  5.4 999 99.0 9999
2024 01 07 07 00 305  4.9 281  7.1 0606
2024 01 07 07 10 306  5.0 999 99.0 9999
2024 01 07 07 20 305  5.0 999 99.0 9999
2024 01 07 07 30 306  4.7 999 99.0 9999
2024 01 07 07 40 301  4.6 999 99.0 9999
2024 01 07 07 50 303  5.8 999 99.0 9999
2024 01 07 08 00 308  5.7 302  6.9 0748
2024 01 07 08 10 315  6.8 999 99.0 9999
2024 01 07 08 20 321  6.7 999 99.0 9999
2024 01 07 08 30 322  6.8 999 99.0 9999
2024 01 07 08 40 332  7.2 999 99.0 9999
2024 01 07 08 50 343  7.8 999 99.0 9999
2024 01 07 09 00 342  8.6 343  9.3 0857
2024 01 07 09 10 335  8.6 999 99.0 9999
2024 01 07 09 20 334  9.1 999 99.0 9999
2024 01 07 09 30 338  8.8 999 99.0 9999
2024 01 07 09 40 338  8.9 999 99.0 9999
2024 01 07 09 50 336  9.9 999 99.0 9999
2024 01 07 10 00 339 10.1 336 11.4 0948
2024 01 07 10 10 341  9.8 999 99.0 9999
2024 01 07 10 20 344  9.9 999 99.0 9999
2024 01 07 10 30 343 10.4 999 99.0 9999
2024 01 07 10 40 342  9.5 999 99.0 9999
2024 01 07 10 50 345  9.0 999 99.0 9999
2024 01 07 11 00 358 10.9 357 12.5 1054
2024 01 07 11 10   2 11.0 999 99.0 9999
2024 01 07 11 20 358 10.5 999 99.0 9999
2024 01 07 11 30 355 10.7 999 99.0 9999
2024 01 07 11 40 355 10.2 999 99.0 9999
2024 01 07 11 50 358  9.8 999 99.0 9999
2024 01 07 12 00 357 10.3 352 12.9 1110
2024 01 07 12 10 353 10.6 999 99.0 9999
2024 01 07 12 20 353  9.8 999 99.0 9999
2024 01 07 12 30 353 10.3 999 99.0 9999
2024 01 07 12 40 350 11.1 999 99.0 9999
2024 01 07 12 50 350 11.7 999 99.0 9999
2024 01 07 13 00 348 11.2 350 13.1 1247
2024 01 07 13 10 349 10.3 999 99.0 9999
2024 01 07 13 20 349  9.8 999 99.0 9999
2024 01 07 13 30 358  9.7 999 99.0 9999
2024 01 07 13 40 356  9.8 999 99.0 9999
2024 01 07 13 50 358 10.4 999 99.0 9999
2024 01 07 14 00 354 11.5 354 13.3 1355
2024 01 07 14 10 347 10.2 999 99.0 9999
2024 01 07 14 20 352 10.2 999 99.0 9999
2024 01 07 14 30   1 11.2 999 99.0 9999
2024 01 07 14 40   0 11.4 999 99.0 9999
2024 01 07 14 50 356 12.4 999 99.0 9999
2024 01 07 15 00 350 12.0 356 14.1 1449
2024 01 07 15 10 355 11.6 999 99.0 9999
2024 01 07 15 20 356 12.4 999 99.0 9999
2024 01 07 15 30 358 11.9 999 99.0 9999
2024 01 07 15 40 354 11.5 999 99.0 9999
2024 01 07 15 50 355 11.1 999 99.0 9999
2024 01 07 16 00 357 11.3 355 15.0 1518
2024 01 07 16 10 359 11.0 999 99.0 9999
2024 01 07 16 20   1 10.6 999 99.0 9999
2024 01 07 16 30 357  9.0 999 99.0 9999
2024 01 07 16 40 348  8.0 999 99.0 9999
2024 01 07 16 50 343  8.7 999 99.0 9999
2024 01 07 17 00 348  8.1   9 13.1 1610
2024 01 07 17 10 346  7.5 999 99.0 9999
2024 01 07 17 20 350  7.3 999 99.0 9999
2024 01 07 17 30 347  6.8 999 99.0 9999
2024 01 07 17 40 332  6.3 999 99.0 9999
2024 01 07 17 50 341  6.5 999 99.0 9999
2024 01 07 18 00 338  6.9 338  9.3 1700
2024 01 07 18 10 338  6.1 999 99.0 9999
2024 01 07 18 20 333  6.1 999 99.0 9999
2024 01 07 18 30 339  6.2 999 99.0 9999
2024 01 07 18 40 334  5.6 999 99.0 9999
2024 01 07 18 50 323  6.4 999 99.0 9999
2024 01 07 19 00 328  6.8 344  9.2 1804
2024 01 07 19 10 331  6.9 999 99.0 9999
2024 01 07 19 20 331  6.9 999 99.0 9999
2024 01 07 19 30 327  6.1 999 99.0 9999
2024 01 07 19 40 328  5.6 999 99.0 9999
2024 01 07 19 50 333  5.4 999 99.0 9999
2024 01 07 20 00 330  5.7 323  9.2 1910
2024 01 07 20 10 325  5.9 999 99.0 9999
2024 01 07 20 20 331  5.6 999 99.0 9999
2024 01 07 20 30 335  5.5 999 99.0 9999
2024 01 07 20 40 328  4.6 999 99.0 9999
2024 01 07 20 50 325  4.8 999 99.0 9999
2024 01 07 21 00 333  5.4 328  7.5 2002
2024 01 07 21 10 335  5.1 999 99.0 9999
2024 01 07 21 20 322  5.0 999 99.0 9999
2024 01 07 21 30 323  4.8 999 99.0 9999
2024 01 07 21 40 338  5.1 999 99.0 9999
2024 01 07 21 50 340  5.1 999 99.0 9999
2024 01 07 22 00 329  5.6 337  7.5 2153
2024 01 07 22 10 334  5.9 999 99.0 9999
2024 01 07 22 20 334  5.8 999 99.0 9999
2024 01 07 22 30 337  5.4 999 99.0 9999
2024 01 07 22 40 331  5.1 999 99.0 9999
2024 01 07 22 50 329  5.7 999 99.0 9999
2024 01 07 23 00 333  6.4 333  8.9 2256
2024 01 07 23 10 335  7.0 999 99.0 9999
2024 01 07 23 20 336  6.7 999 99.0 9999
2024 01 07 23 30 334  6.3 999 99.0 9999
2024 01 07 23 40 327  6.6 999 99.0 9999
2024 01 07 23 50 328  7.0 999 99.0 9999
2024 01 08 00 00 341  7.3 333  9.4 2352
2024 01 08 00 10 345  7.7 999 99.0 9999
2024 01 08 00 20 346  7.8 999 99.0 9999
2024 01 08 00 30 356  8.5 999 99.0 9999
2024 01 08 00 40 351  8.5 999 99.0 9999
2024 01 08 00 50 345  8.1 999 99.0 9999
2024 01 08 01 00 357  8.7 345 11.1 0049
2024 01 08 01 10 353  8.6 999 99.0 9999
2024 01 08 01 20 352  8.7 999 99.0 9999
2024 01 08 01 30 358  8.6 999 99.0 9999
2024 01 08 01 40 357  8.6 999 99.0 9999
2024 01 08 01 50 358  8.3 999 99.0 9999
2024 01 08 02 00   1  8.2 350 11.2 0116
2024 01 08 02 10 359  8.1 999 99.0 9999
2024 01 08 02 20 359  7.8 999 99.0 9999
2024 01 08 02 30 353  7.4 999 99.0 9999
2024 01 08 02 40 358  8.1 999 99.0 9999
2024 01 08 02 50 359  7.8 999 99.0 9999
2024 01 08 03 00   3  8.1 355  9.8 0245
2024 01 08 03 10   1  8.0 999 99.0 9999
2024 01 08 03 20   0  8.0 999 99.0 9999
2024 01 08 03 30   2  8.0 999 99.0 9999
2024 01 08 03 40 359  7.9 999 99.0 9999
2024 01 08 03 50   2  7.7 999 99.0 9999
2024 01 08 04 00   1  7.8   3  9.7 0332
2024 01 08 04 10   1  7.7 999 99.0 9999
2024 01 08 04 20   0  8.5 999 99.0 9999
2024 01 08 04 30   1  8.2 999 99.0 9999
2024 01 08 04 40   1  8.0 999 99.0 9999
2024 01 08 04 50   0  7.6 999 99.0 9999
2024 01 08 05 00   2  7.6 359 11.4 0416
2024 01 08 05 10   5  7.8 999 99.0 9999
2024 01 08 05 20   8  7.4 999 99.0 9999
2024 01 08 05 30   7  7.9 999 99.0 9999
2024 01 08 05 40   8  7.3 999 99.0 9999
2024 01 08 05 50  18  7.5 999 99.0 9999
2024 01 08 06 00  12  6.6   8 11.8 0519
2024 01 08 06 10   8  6.1 999 99.0 9999
2024 01 08 06 20   8  5.7 999 99.0 9999
2024 01 08 06 30   8  5.1 999 99.0 9999
2024 01 08 06 40   7  5.4 999 99.0 9999
2024 01 08 06 50   3  5.9 999 99.0 9999
2024 01 08 07 00   7  5.6 357  9.2 0620
2024 01 08 07 10   6  6.2 999 99.0 9999
2024 01 08 07 20   6  6.2 999 99.0 9999
2024 01 08 07 30   6  6.1 999 99.0 9999
2024 01 08 07 40   2  6.6 999 99.0 9999
2024 01 08 07 50 355  6.5 999 99.0 9999
2024 01 08 08 00 358  6.0 343  8.3 0751
2024 01 08 08 10   0  5.9 999 99.0 9999
2024 01 08 08 20 357  6.2 999 99.0 9999
2024 01 08 08 30 357  6.0 999 99.0 9999
2024 01 08 08 40 350  6.0 999 99.0 9999
2024 01 08 08 50 347  6.2 999 99.0 9999
2024 01 08 09 00 356  6.0   1  8.5 0806
2024 01 08 09 10 354  6.4 999 99.0 9999
2024 01 08 09 20 359  6.4 999 99.0 9999
