clade_name	TrimGalore/WM01_S1_R1_001_val_1.fq.gz	TrimGalore/WM02_S2_R1_001_val_1.fq.gz	TrimGalore/WM03_S3_R1_001_val_1.fq.gz	TrimGalore/WM04_S4_R1_001_val_1.fq.gz	TrimGalore/WM05_S5_R1_001_val_1.fq.gz	TrimGalore/WM11_S6_R1_001_val_1.fq.gz	TrimGalore/WM12_S7_R1_001_val_1.fq.gz	TrimGalore/WM13_S8_R1_001_val_1.fq.gz	TrimGalore/WM14_S9_R1_001_val_1.fq.gz	TrimGalore/WM15_S10_R1_001_val_1.fq.gz	TrimGalore/WM16_S11_R1_001_val_1.fq.gz	TrimGalore/WM17_S12_R1_001_val_1.fq.gz	TrimGalore/WM18_S13_R1_001_val_1.fq.gz	TrimGalore/WM19_S14_R1_001_val_1.fq.gz	TrimGalore/WM20_S15_R1_001_val_1.fq.gz	TrimGalore/WM21_S16_R1_001_val_1.fq.gz	TrimGalore/WM22_S17_R1_001_val_1.fq.gz	TrimGalore/WM23_S18_R1_001_val_1.fq.gz	TrimGalore/WM24_S19_R1_001_val_1.fq.gz
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UBA955|g__UBA955|s__UBA955 sp002737625	0.0	0.0	0.4083	0.0	0.0	0.0561	0.0617	0.1215	0.0415	0.0	0.0616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UBA955|g__UBA955|s__UBA955 sp002737625|t__GCA_002737625.1	0.0	0.0	0.4083	0.0	0.0	0.0561	0.0617	0.1215	0.0415	0.0	0.0616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UBA955|g__UBA955|s__UBA955 sp945870885	0.0	0.0	0.0882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UBA955|g__UBA955|s__UBA955 sp945870885|t__GCA_945870885.1	0.0	0.0	0.0882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3	0.0	0.0	0.2462	0.0	0.0	0.0241	0.0204	0.1234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__B1	0.0	0.0	0.1159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__B1|s__B1 sp945875195	0.0	0.0	0.1159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__B1|s__B1 sp945875195|t__GCA_945875195.1	0.0	0.0	0.1159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__CAMAWM01	0.0	0.0	0.0	0.0	0.0	0.0241	0.0204	0.0655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__CAMAWM01|s__CAMAWM01 sp945861965	0.0	0.0	0.0	0.0	0.0	0.0241	0.0204	0.0655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__CAMAWM01|s__CAMAWM01 sp945861965|t__GCA_945861965.1	0.0	0.0	0.0	0.0	0.0	0.0241	0.0204	0.0655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__JAAFJM01	0.0	0.0	0.1303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__JAAFJM01|s__JAAFJM01 sp945876985	0.0	0.0	0.1303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__JAAFJM01|s__JAAFJM01 sp945876985|t__GCA_945876985.1	0.0	0.0	0.1303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__RGVD01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__RGVD01|s__RGVD01 sp010027395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__NS11-12g|f__UKL13-3|g__RGVD01|s__RGVD01 sp010027395|t__GCA_010027395.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Palsa-965	0.0	0.0524	0.085	0.0255	0.0306	0.2759	0.7146	1.0313	0.4074	0.3161	0.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Palsa-965|f__Palsa-965	0.0	0.0524	0.085	0.0255	0.0306	0.2759	0.7146	1.0313	0.4074	0.3161	0.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Palsa-965|f__Palsa-965|g__GCA-2737665	0.0	0.0524	0.085	0.0255	0.0306	0.2759	0.7146	1.0313	0.4074	0.3161	0.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Palsa-965|f__Palsa-965|g__GCA-2737665|s__GCA-2737665 sp002737665	0.0	0.0524	0.085	0.0255	0.0306	0.2759	0.7146	1.0313	0.4074	0.3161	0.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Palsa-965|f__Palsa-965|g__GCA-2737665|s__GCA-2737665 sp002737665|t__GCA_002737665.1	0.0	0.0524	0.085	0.0255	0.0306	0.2759	0.7146	1.0313	0.4074	0.3161	0.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales	0.0	0.0	0.0467999999999999	0.0	0.0	0.0326	0.0289	0.0342	0.0	0.0218	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae	0.0	0.0	0.0467999999999999	0.0	0.0	0.0326	0.0289	0.0342	0.0	0.0218	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Daejeonella	0.0	0.0	0.0249	0.0	0.0	0.0326	0.0289	0.0342	0.0	0.0218	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Daejeonella|s__Daejeonella schmidteae_A	0.0	0.0	0.0249	0.0	0.0	0.0326	0.0289	0.0342	0.0	0.0218	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Daejeonella|s__Daejeonella schmidteae_A|t__GCA_945906015.1	0.0	0.0	0.0249	0.0	0.0	0.0326	0.0289	0.0342	0.0	0.0218	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__JAIPAN01	0.0	0.0	0.0219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__JAIPAN01|s__JAIPAN01 sp945875895	0.0	0.0	0.0219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__JAIPAN01|s__JAIPAN01 sp945875895|t__GCA_945875895.1	0.0	0.0	0.0219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA10329	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA10329|f__UBA10329	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA10329|f__UBA10329|g__UBA10329	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA10329|f__UBA10329|g__UBA10329|s__UBA10329 sp945903645	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA10329|f__UBA10329|g__UBA10329|s__UBA10329 sp945903645|t__GCA_945903645.1	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408	0.0	0.0	0.0414999999999999	0.0	0.0	0.0	0.0387	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408	0.0	0.0	0.0414999999999999	0.0	0.0	0.0	0.0387	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIKXD01	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIKXD01|s__CAIKXD01 sp945872355	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIKXD01|s__CAIKXD01 sp945872355|t__GCA_945872355.1	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIMGI01	0.0	0.0	0.0305	0.0	0.0	0.0	0.0387	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIMGI01|s__CAIMGI01 sp945861665	0.0	0.0	0.0305	0.0	0.0	0.0	0.0387	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__UBA4408|f__UBA4408|g__CAIMGI01|s__CAIMGI01 sp945861665|t__GCA_945861665.1	0.0	0.0	0.0305	0.0	0.0	0.0	0.0387	0.0519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae|g__UBA10438	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae|g__UBA10438|s__UBA10438 sp947495975	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Kapaibacteriia|o__Kapaibacteriales|f__Kapaibacteriaceae|g__UBA10438|s__UBA10438 sp947495975|t__GCA_947495975.1	0.0	0.0	0.1731	0.0	0.0	0.0	0.0374	0.0685	0.0566	0.0258	0.0629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030|o__UBA10030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030|o__UBA10030|f__UBA8401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030|o__UBA10030|f__UBA8401|g__SXSI01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030|o__UBA10030|f__UBA8401|g__SXSI01|s__SXSI01 sp005792285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__UBA10030|o__UBA10030|f__UBA8401|g__SXSI01|s__SXSI01 sp005792285|t__GCA_005792285.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0167	0.0217	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota	0.3117	0.6494	0.4173999999999999	1.1785	0.8373	2.2606	1.2865	1.6012	1.1544	0.6658000000000001	0.4554	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__UBA4096	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__UBA4096|s__UBA4096 sp945905815	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__UBA4096|s__UBA4096 sp945905815|t__GCA_945905815.1	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0265	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87|o__UBA2466	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87|o__UBA2466|f__UBA2466	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87|o__UBA2466|f__UBA2466|g__UBA2466	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87|o__UBA2466|f__UBA2466|g__UBA2466|s__UBA2466 sp013205415	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__FAC87|o__UBA2466|f__UBA2466|g__UBA2466|s__UBA2466 sp013205415|t__GCA_013205415.1	0.019	0.078	0.0148	0.1272	0.1129	1.278	0.7341	0.9166	0.5566	0.3104	0.1719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia	0.228	0.3908	0.0349	0.4886	0.1553	0.4656	0.2175	0.2365	0.2518	0.1197999999999999	0.0899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales	0.228	0.3908	0.0349	0.4886	0.1553	0.4656	0.2175	0.2365	0.2518	0.1197999999999999	0.0899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01	0.228	0.3908	0.0349	0.4886	0.1553	0.4656	0.2175	0.2365	0.2518	0.1197999999999999	0.0899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAIYRB01	0.228	0.3908	0.0349	0.4566	0.1553	0.217	0.0965	0.0729	0.1419	0.0546	0.0441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAIYRB01|s__CAIYRB01 sp026390435	0.228	0.3908	0.0349	0.4566	0.1553	0.217	0.0965	0.0729	0.1419	0.0546	0.0441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAIYRB01|s__CAIYRB01 sp026390435|t__GCA_026390435.1	0.228	0.3908	0.0349	0.4566	0.1553	0.217	0.0965	0.0729	0.1419	0.0546	0.0441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAMDKS01	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAMDKS01|s__CAMDKS01 sp947476525	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__CAMDKS01|s__CAMDKS01 sp947476525|t__GCA_947476525.1	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__RGVZ01	0.0	0.0	0.0	0.032	0.0	0.2203	0.121	0.1636	0.1099	0.0652	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__RGVZ01|s__RGVZ01 sp947445775	0.0	0.0	0.0	0.032	0.0	0.2203	0.121	0.1636	0.1099	0.0652	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__RGVZ01|g__RGVZ01|s__RGVZ01 sp947445775|t__GCA_947445775.1	0.0	0.0	0.0	0.032	0.0	0.2203	0.121	0.1636	0.1099	0.0652	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361	0.0647	0.1806	0.3393	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361	0.0647	0.1806	0.3393	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01	0.0647	0.1806	0.3393	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01|g__OMII01	0.0647	0.1806	0.3393	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01|g__OMII01|s__OMII01 sp026390555	0.0647	0.1806	0.3302	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01|g__OMII01|s__OMII01 sp026390555|t__GCA_026390555.1	0.0647	0.1806	0.3302	0.5627	0.5691	0.517	0.3349	0.4481	0.346	0.2356	0.1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01|g__OMII01|s__OMII01 sp027486155	0.0	0.0	0.0091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bdellovibrionota|c__UBA2361|o__UBA2361|f__OMII01|g__OMII01|s__OMII01 sp027486155|t__GCA_027486155.1	0.0	0.0	0.0091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota	0.076	0.0561	0.031	0.0311	0.0477	0.0276	0.0743	0.1613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia	0.076	0.0561	0.031	0.0311	0.0477	0.0276	0.0743	0.1613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	0.076	0.0561	0.031	0.0311	0.0477	0.0276	0.0743	0.1613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae	0.076	0.0561	0.031	0.0311	0.0477	0.0276	0.0602	0.1026999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAIJXB01	0.0	0.0	0.0	0.0	0.0	0.0	0.0263	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAIJXB01|s__CAIJXB01 sp945898205	0.0	0.0	0.0	0.0	0.0	0.0	0.0263	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAIJXB01|s__CAIJXB01 sp945898205|t__GCA_945898205.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0263	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
