bin	id
WM01_S1_026	K13799
WM01_S1_026	K13821
WM01_S1_026	K13821
WM01_S1_026	K13821
WM01_S1_026	K13891
WM01_S1_026	K13893
WM01_S1_026	K13894
WM01_S1_026	K13896
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K13953
WM01_S1_026	K14067
WM01_S1_026	K14083
WM01_S1_026	K14083
WM01_S1_026	K14083
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14085
WM01_S1_026	K14155
WM01_S1_026	K14155
WM01_S1_026	K14155
WM01_S1_026	K14157
WM01_S1_026	K14168
WM01_S1_026	K14267
WM01_S1_026	K14286
WM01_S1_026	K14286
WM01_S1_026	K14286
WM01_S1_026	K14338
WM01_S1_026	K14472
WM01_S1_026	K14472
WM01_S1_026	K14472
WM01_S1_026	K15633
WM01_S1_026	K15633
WM01_S1_026	K15633
WM01_S1_026	K15633
WM01_S1_026	K15634
WM01_S1_026	K15634
WM01_S1_026	K15634
WM01_S1_026	K15634
