	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19
OTU5579	0	0	1	0	0	0	5	5	34	0	0	0	0	1	1	18	3	0	5	0
OTU5580	0	2	0	0	0	3	0	1	3	0	0	0	0	0	0	0	10	44	4	6
OTU5581	0	8	0	0	0	0	49	2	14	0	0	0	0	0	0	0	0	0	0	0
OTU5582	0	1	0	0	0	0	17	0	0	33	0	0	0	0	7	4	6	0	0	5
OTU5583	0	7	0	3	11	9	19	13	2	4	1	1	0	0	0	0	1	1	1	0
OTU5584	0	3	10	1	8	7	9	19	10	4	1	1	0	0	0	0	0	0	0	0
OTU5585	0	14	11	20	6	2	6	1	0	5	0	0	0	0	1	0	3	2	2	0
OTU5586	0	1	2	0	0	0	2	6	8	14	0	0	0	1	7	4	2	15	4	7
OTU5587	0	16	3	0	9	4	2	6	24	3	0	0	0	0	1	2	2	0	0	1
OTU5588	0	0	0	0	0	0	0	8	0	5	0	0	1	0	0	0	20	39	0	0
OTU5589	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5590	0	0	0	0	0	0	0	4	6	1	0	0	0	0	0	0	0	18	36	8
OTU5591	0	5	0	0	0	0	4	30	9	2	2	0	0	4	0	0	6	0	0	11
OTU5592	0	0	0	0	0	0	13	17	19	24	0	0	0	0	0	0	0	0	0	0
OTU5593	0	0	0	0	0	3	4	35	6	5	1	1	0	0	5	3	0	10	0	0
OTU5594	0	10	14	0	9	24	1	3	0	7	0	0	0	0	2	1	0	0	2	0
OTU5595	0	0	0	4	0	4	44	6	8	6	0	0	0	0	0	0	0	0	0	0
OTU5596	0	4	3	0	0	9	5	9	11	0	0	0	0	6	0	3	10	5	4	3
OTU5597	0	0	0	0	0	0	0	69	1	2	0	0	0	0	0	0	0	0	0	0
OTU5598	0	0	4	0	0	0	0	3	1	1	0	1	1	0	0	1	14	37	6	3
OTU5599	0	0	0	0	70	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU5600	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	71	0	0
OTU5601	0	4	0	1	2	0	3	5	9	1	0	0	1	0	1	1	7	24	10	3
OTU5602	0	8	26	0	16	0	3	2	2	10	0	0	0	0	1	0	0	2	1	1
OTU5603	0	0	1	3	0	0	16	13	6	8	0	0	1	0	1	0	3	9	8	3
OTU5604	0	5	0	44	0	0	4	4	0	0	0	0	0	0	0	0	2	11	0	2
OTU5605	0	4	0	0	3	10	4	13	16	13	0	0	0	1	0	0	1	2	5	0
OTU5606	0	2	3	1	3	1	8	11	41	1	0	1	0	0	0	0	0	0	0	0
OTU5607	0	8	20	0	6	2	4	13	3	11	0	0	0	0	0	1	0	3	0	1
OTU5608	0	0	1	0	1	1	8	23	24	11	0	3	0	0	0	0	0	0	0	0
OTU5609	0	6	0	0	0	1	3	1	4	2	0	0	3	0	0	3	9	15	10	15
OTU5610	0	0	0	0	0	1	0	12	13	0	0	0	3	1	0	0	19	0	14	9
OTU5611	0	1	0	0	3	1	7	12	39	5	0	0	0	2	0	0	2	0	0	0
OTU5612	0	0	50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	4
OTU5613	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	49	13	3
OTU5614	0	0	0	0	2	0	19	31	15	4	0	0	0	0	1	0	0	0	0	0
OTU5615	0	0	0	1	0	1	9	35	4	0	0	1	2	0	0	4	15	0	0	0
OTU5616	0	1	20	1	5	2	10	7	7	14	0	2	0	0	0	0	0	3	0	0
OTU5617	0	0	0	0	0	0	0	0	3	0	1	0	0	0	5	6	20	0	19	18
OTU5618	0	13	13	0	17	7	5	7	6	4	0	0	0	0	0	0	0	0	0	0
OTU5619	0	20	2	0	13	4	1	3	15	2	0	0	0	0	7	4	1	0	0	0
OTU5620	0	0	0	0	0	0	1	3	1	38	1	0	0	0	1	0	3	1	1	22
OTU5621	0	1	2	0	2	15	4	7	9	2	0	0	1	0	1	1	9	7	5	6
OTU5622	0	1	0	0	0	0	3	4	41	10	1	1	0	4	5	1	1	0	0	0
OTU5623	0	5	11	0	11	13	1	8	19	4	0	0	0	0	0	0	0	0	0	0
OTU5624	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	3	40	0	0	9
OTU5625	0	0	0	0	0	0	0	0	4	47	1	0	1	0	1	0	8	9	1	0
OTU5626	0	1	1	15	0	7	25	6	8	3	2	0	0	0	1	0	0	1	1	1
OTU5627	0	0	0	0	5	0	9	27	11	2	0	0	1	0	0	0	6	0	0	11
OTU5628	0	2	6	0	0	30	6	20	3	3	0	0	0	0	0	0	1	1	0	0
OTU5629	0	25	10	0	6	12	4	5	10	0	0	0	0	0	0	0	0	0	0	0
OTU5630	0	1	0	0	3	6	5	29	5	4	0	1	0	8	4	0	2	2	1	1
OTU5631	0	2	0	0	0	0	18	13	6	0	0	0	1	0	5	0	4	14	7	2
OTU5632	0	4	0	0	10	6	7	24	10	8	0	0	1	0	0	0	0	0	1	0
OTU5633	0	6	1	0	10	5	0	1	1	0	0	0	0	0	25	17	3	1	1	0
OTU5634	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	70
OTU5635	0	9	18	0	13	5	2	11	11	2	0	0	0	0	0	0	0	0	0	0
OTU5636	0	6	3	0	2	4	5	10	6	1	1	0	0	0	1	2	8	7	5	10
OTU5637	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	50	14	3
OTU5638	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	67	0	0
OTU5639	0	2	9	0	3	2	2	4	21	2	0	0	0	0	0	1	8	12	2	3
OTU5640	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5641	0	0	0	0	0	0	0	26	3	0	0	0	0	0	0	0	0	24	18	0
OTU5642	0	0	0	0	0	0	22	40	5	3	1	0	0	0	0	0	0	0	0	0
OTU5643	0	25	0	34	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU5644	0	0	0	0	0	0	9	11	0	1	0	0	1	0	9	0	0	24	13	3
OTU5645	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	37	0	0
OTU5646	0	11	26	1	14	7	2	1	3	4	1	0	0	0	0	0	1	0	0	0
OTU5647	0	6	0	0	0	0	8	11	10	0	0	0	0	0	0	0	3	30	3	0
OTU5648	0	3	1	0	3	4	0	19	18	2	0	0	0	1	9	3	1	1	2	4
OTU5649	0	0	0	0	0	0	3	8	0	2	0	0	0	0	0	12	19	20	2	5
OTU5650	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	59	11	0
OTU5651	0	0	0	0	1	4	8	31	19	7	0	0	0	0	0	0	1	0	0	0
OTU5652	0	2	0	20	0	1	1	6	2	0	0	0	0	0	0	0	7	23	5	4
OTU5653	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	54	0	0
OTU5654	0	0	1	0	0	3	42	10	12	0	0	0	0	0	0	1	1	1	0	0
OTU5655	0	5	1	29	1	1	6	8	10	2	0	0	0	0	0	0	1	4	3	0
OTU5656	0	1	6	0	0	9	16	2	32	3	0	2	0	0	0	0	0	0	0	0
OTU5657	57	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU5658	0	1	0	0	4	2	9	36	15	0	1	2	0	0	0	0	1	0	0	0
OTU5659	0	0	0	0	0	0	21	28	22	0	0	0	0	0	0	0	0	0	0	0
OTU5660	0	0	0	0	0	0	9	8	30	16	6	2	0	0	0	0	0	0	0	0
OTU5661	0	18	6	2	5	28	2	0	7	3	0	0	0	0	0	0	0	0	0	0
OTU5662	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU5663	0	1	4	0	0	1	0	0	1	0	0	0	0	5	2	0	39	6	1	11
OTU5664	0	7	11	0	14	5	0	2	9	2	0	1	0	1	1	0	4	4	6	4
OTU5665	0	0	0	5	2	4	20	20	15	2	1	0	0	0	0	0	0	1	1	0
OTU5666	0	4	0	0	0	0	30	13	15	7	1	0	0	0	0	0	0	1	0	0
OTU5667	0	0	34	0	0	14	5	5	1	5	0	0	0	0	1	0	2	2	2	0
OTU5668	0	4	1	0	3	8	15	16	15	6	0	1	0	0	0	0	2	0	0	0
OTU5669	0	0	0	0	0	0	22	11	21	10	0	0	0	0	0	0	0	7	0	0
OTU5670	0	4	2	5	4	3	15	8	17	6	0	5	0	0	0	0	0	1	0	0
OTU5671	0	0	0	0	15	10	12	16	0	0	0	0	0	0	0	0	0	15	0	2
OTU5672	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	11	43	9	4
OTU5673	0	0	0	0	0	1	9	37	7	2	0	0	0	0	0	0	0	0	6	8
OTU5674	0	14	20	6	12	10	2	1	3	2	0	0	0	0	0	0	0	0	0	0
OTU5675	0	0	0	0	0	1	0	36	23	0	0	0	2	0	0	2	6	0	0	0
OTU5676	1	15	3	15	5	6	0	8	12	4	1	0	0	0	0	0	0	0	0	0
OTU5677	0	4	10	0	46	1	0	1	4	0	0	0	0	1	0	0	1	1	0	1
OTU5678	0	12	1	27	1	5	5	10	8	0	0	1	0	0	0	0	0	0	0	0
OTU5679	0	5	0	1	0	3	16	19	6	8	0	0	0	1	0	0	1	10	0	0
OTU5680	0	0	0	7	1	0	0	5	8	0	1	0	3	0	0	0	4	40	1	0
OTU5681	0	56	1	0	1	0	0	10	0	1	0	0	0	0	0	0	0	1	0	0
OTU5682	0	0	3	35	2	0	0	6	1	3	0	0	0	0	0	0	0	19	0	1
OTU5683	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	62	0	0
OTU5684	0	1	0	0	1	1	2	17	43	5	0	0	0	0	0	0	0	0	0	0
OTU5685	0	51	8	0	2	1	1	0	1	0	1	0	0	0	0	0	2	2	1	0
OTU5686	0	44	13	0	3	6	1	2	0	0	0	0	0	0	1	0	0	0	0	0
OTU5687	0	6	0	1	0	3	0	1	1	0	0	0	0	1	0	0	4	20	5	28
OTU5688	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	33	27
OTU5689	1	0	8	0	15	0	1	2	2	27	0	0	1	0	0	0	1	7	5	0
OTU5690	0	0	4	0	2	0	20	16	12	12	0	0	0	1	0	0	1	1	1	0
OTU5691	0	2	2	32	0	0	1	5	2	2	0	0	0	0	0	0	4	4	16	0
OTU5692	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5693	0	0	0	0	0	0	45	0	0	9	0	0	0	0	0	3	0	0	6	7
OTU5694	0	7	0	0	7	5	0	1	2	1	0	0	2	0	0	9	7	0	20	9
OTU5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	48	11	6
OTU5696	0	1	7	13	6	10	8	15	5	1	0	0	0	0	0	0	1	2	0	1
OTU5697	0	0	0	0	0	0	7	16	11	1	2	0	0	0	0	0	11	20	2	0
OTU5698	0	2	0	2	1	0	2	6	0	2	0	0	0	0	0	0	0	38	12	5
OTU5699	0	40	6	0	7	13	0	3	0	0	0	0	0	0	0	0	0	0	1	0
OTU5700	0	0	0	0	0	0	0	21	8	11	0	0	0	0	0	0	30	0	0	0
OTU5701	0	0	2	7	7	11	16	8	14	3	1	0	0	0	0	0	0	0	0	0
OTU5702	0	38	6	0	7	16	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU5703	0	1	1	0	2	3	4	14	30	3	0	0	0	0	0	2	6	3	0	0
OTU5704	0	0	0	0	0	2	7	30	12	1	0	0	0	0	0	0	14	3	0	0
OTU5705	0	3	0	0	0	4	16	1	4	3	0	0	6	4	0	0	0	0	28	0
OTU5706	0	9	0	4	4	9	4	2	0	0	0	0	0	0	0	1	1	26	7	2
OTU5707	0	0	0	0	0	5	27	9	0	2	0	0	0	0	3	1	0	0	22	0
OTU5708	0	27	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	37	0	0
OTU5709	0	0	21	7	15	0	22	0	0	1	0	0	0	0	0	0	0	2	1	0
OTU5710	0	1	0	0	1	3	3	7	7	1	0	0	0	0	0	0	0	38	8	0
OTU5711	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	41	10	14
OTU5712	0	2	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU5713	0	6	5	7	5	2	9	12	16	5	0	0	0	1	1	0	0	0	0	0
OTU5714	0	1	0	0	2	0	7	31	18	8	0	2	0	0	0	0	0	0	0	0
OTU5715	0	20	0	0	1	2	3	8	6	4	0	0	0	0	0	0	5	12	6	2
OTU5716	0	5	0	45	6	0	2	3	0	1	0	0	0	0	1	0	3	1	2	0
OTU5717	0	7	2	0	5	0	1	14	28	7	0	0	0	0	2	0	2	1	0	0
OTU5718	0	8	0	0	0	2	1	27	24	4	1	0	0	0	1	1	0	0	0	0
OTU5719	0	2	0	0	4	6	0	6	5	3	2	2	0	0	0	0	0	39	0	0
OTU5720	0	0	0	24	4	0	2	22	10	0	0	1	0	0	0	0	4	0	2	0
OTU5721	0	2	0	0	0	1	5	10	2	5	0	0	0	11	9	3	15	0	2	4
OTU5722	0	0	0	0	0	0	0	0	29	8	6	18	1	0	0	0	2	4	0	1
OTU5723	0	11	0	0	4	7	6	18	0	0	1	0	0	0	2	2	17	1	0	0
OTU5724	0	1	0	3	5	8	5	19	21	2	0	0	0	0	0	0	0	3	1	1
OTU5725	0	19	24	0	19	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1
OTU5726	0	5	0	0	0	0	0	37	1	21	1	0	0	0	0	0	0	0	0	4
OTU5727	0	0	0	1	0	0	6	22	27	4	0	0	0	2	0	1	2	3	0	1
OTU5728	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	1	0	45	5	0
OTU5729	0	19	0	0	0	2	3	17	9	1	0	0	3	2	4	4	2	1	2	0
OTU5730	0	19	0	14	2	0	3	15	0	0	0	0	0	0	5	0	0	9	2	0
OTU5731	0	4	8	0	12	4	10	3	8	1	0	0	0	0	1	1	5	6	2	4
OTU5732	0	0	0	0	0	3	2	4	0	1	0	0	0	2	9	0	2	29	15	2
OTU5733	0	0	0	3	0	0	3	2	9	0	0	0	0	0	6	0	0	31	12	3
OTU5734	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	28	29	0	6
OTU5735	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	28	17	22
OTU5736	0	6	2	0	0	1	6	6	1	4	0	0	0	3	0	1	5	25	6	3
OTU5737	0	5	5	6	9	4	11	10	11	0	4	2	0	0	0	0	0	2	0	0
OTU5738	0	0	0	0	0	64	3	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU5739	0	28	0	0	8	1	2	13	7	5	0	0	0	0	0	0	0	3	1	1
OTU5740	0	0	0	0	0	0	4	62	3	0	0	0	0	0	0	0	0	0	0	0
OTU5741	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	1	16	25	15	0
OTU5742	0	4	0	0	0	2	2	2	2	41	1	0	0	0	0	0	0	0	2	13
OTU5743	0	5	3	17	6	11	6	3	12	2	1	0	0	0	1	0	0	2	0	0
OTU5744	0	0	0	0	1	0	23	17	19	0	0	1	0	0	0	1	3	2	1	1
OTU5745	0	0	0	2	2	8	0	6	6	2	0	0	0	1	0	3	37	0	0	2
OTU5746	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	27	11	6
OTU5747	0	0	0	0	0	0	3	0	9	6	0	0	0	0	0	0	44	0	0	6
OTU5748	0	9	5	0	0	46	0	0	0	0	0	0	0	0	0	0	1	4	1	2
OTU5749	0	1	3	0	2	2	10	26	11	3	0	0	0	0	0	0	0	7	2	1
OTU5750	0	6	5	0	9	3	2	8	10	3	0	0	0	1	0	0	3	11	4	3
OTU5751	0	2	2	9	3	4	8	5	3	1	0	0	1	1	3	3	3	9	8	3
OTU5752	0	3	0	0	0	0	3	0	1	1	0	2	0	3	10	1	0	19	5	20
OTU5753	0	1	0	0	1	1	6	7	10	1	0	0	1	0	0	1	18	17	3	1
OTU5754	0	0	1	3	1	1	0	10	3	2	0	2	0	12	7	5	3	17	0	1
OTU5755	0	18	10	0	14	7	1	0	2	0	0	0	2	0	2	1	3	6	2	0
OTU5756	0	0	22	0	0	5	5	5	0	3	0	0	0	1	1	0	9	12	5	0
OTU5757	0	0	0	0	0	0	28	6	27	7	0	0	0	0	0	0	0	0	0	0
OTU5758	0	0	0	0	0	2	0	3	12	6	0	0	0	0	0	0	5	30	10	0
OTU5759	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5760	61	0	0	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU5761	0	0	0	0	0	1	16	35	7	0	1	0	2	0	0	0	0	0	0	6
OTU5762	0	14	0	0	6	0	0	0	0	0	0	0	0	0	9	3	0	32	4	0
OTU5763	0	2	3	23	5	4	4	6	17	3	0	0	0	0	0	0	1	0	0	0
OTU5764	0	0	0	0	0	0	1	35	14	1	0	0	0	0	0	0	9	0	8	0
OTU5765	0	0	0	0	0	2	8	16	37	1	0	0	0	0	0	4	0	0	0	0
OTU5766	0	0	0	16	0	0	2	0	1	1	0	0	0	1	3	0	15	21	4	4
OTU5767	0	0	0	0	4	0	17	36	0	9	0	0	2	0	0	0	0	0	0	0
OTU5768	0	15	4	0	4	8	14	15	2	1	0	1	0	0	0	0	3	1	0	0
OTU5769	0	0	0	0	0	0	9	18	38	2	1	0	0	0	0	0	0	0	0	0
OTU5770	66	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU5771	0	1	2	3	2	3	6	1	5	0	0	0	2	0	0	0	0	29	10	4
OTU5772	0	0	0	0	0	1	16	15	9	5	1	1	0	1	0	0	10	0	6	3
OTU5773	0	1	0	1	1	0	13	26	8	2	1	0	2	0	0	1	1	5	4	2
OTU5774	0	0	1	0	0	0	2	20	36	6	0	0	0	0	0	0	2	1	0	0
OTU5775	0	0	0	0	1	0	6	30	14	0	0	1	0	3	5	2	1	2	3	0
OTU5776	0	0	0	0	0	0	10	25	12	0	0	0	0	0	0	0	0	21	0	0
OTU5777	0	0	0	1	0	0	7	44	12	0	0	0	0	0	0	0	0	0	0	4
OTU5778	0	0	0	2	0	0	19	7	1	0	0	0	0	0	0	0	4	25	1	9
OTU5779	0	0	1	0	0	0	7	13	0	0	0	0	0	0	0	0	0	33	8	6
OTU5780	0	0	2	0	4	0	0	18	5	0	0	0	1	3	3	0	12	18	1	1
OTU5781	0	0	5	0	0	1	0	1	1	0	0	0	2	0	1	0	17	34	4	1
OTU5782	0	27	8	0	15	8	3	2	1	1	1	0	0	0	0	0	0	1	0	0
OTU5783	0	0	0	0	2	1	6	13	4	4	0	0	0	2	1	2	8	17	5	2
OTU5784	0	0	0	22	0	1	2	12	5	0	0	0	0	0	0	0	3	20	2	0
OTU5785	0	0	0	0	0	0	9	12	3	0	0	0	0	0	0	1	5	34	0	3
OTU5786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	38	8	1
OTU5787	0	5	0	0	9	5	5	20	15	3	0	0	0	1	1	0	0	0	3	0
OTU5788	0	0	0	0	0	0	66	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU5789	0	0	0	0	0	0	12	0	15	0	0	0	1	0	0	0	0	34	5	0
OTU5790	0	3	0	0	0	0	7	0	1	0	0	0	2	4	2	0	0	40	4	4
OTU5791	0	4	3	0	3	1	7	19	25	3	0	2	0	0	0	0	0	0	0	0
OTU5792	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU5793	0	0	0	0	0	0	10	32	16	0	0	0	0	0	0	0	9	0	0	0
OTU5794	0	28	9	6	9	5	4	3	2	1	0	0	0	0	0	0	0	0	0	0
OTU5795	0	0	0	46	10	0	2	0	5	1	0	1	0	0	0	2	0	0	0	0
OTU5796	0	5	3	0	0	2	3	5	2	1	0	0	0	0	0	0	6	23	5	12
OTU5797	0	1	8	0	31	1	4	2	1	2	3	0	0	4	1	0	6	2	0	1
OTU5798	0	0	0	0	0	0	22	12	3	3	0	0	0	0	0	0	0	27	0	0
OTU5799	0	4	7	1	6	1	16	5	11	10	0	0	0	0	1	1	0	2	1	1
OTU5800	0	0	0	1	2	1	15	5	27	0	0	0	0	9	2	0	0	5	0	0
OTU5801	0	3	0	14	2	16	19	6	0	2	1	0	0	0	0	1	2	1	0	0
OTU5802	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	12	48	1	2
OTU5803	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5804	0	0	0	1	0	0	6	20	32	1	0	1	0	0	1	0	0	3	0	2
OTU5805	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	24	22	0
OTU5806	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	44	8	1
OTU5807	0	4	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU5808	0	0	0	56	0	1	5	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU5809	0	7	0	0	0	0	6	2	17	3	2	0	0	3	0	0	8	13	0	6
OTU5810	0	0	0	0	0	0	1	25	9	0	0	0	0	0	0	0	9	21	2	0
OTU5811	0	0	5	0	2	32	7	9	5	3	0	0	0	0	1	0	1	2	0	0
OTU5812	0	5	0	1	22	1	2	8	4	0	0	0	0	0	0	0	6	9	5	4
OTU5813	0	0	0	0	0	0	7	27	3	0	0	0	0	0	7	0	0	23	0	0
OTU5814	0	0	0	0	0	2	3	6	2	2	0	0	0	2	1	1	7	22	12	7
OTU5815	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	6	0	41	0	8
OTU5816	0	0	0	1	0	0	0	1	8	0	0	0	0	0	4	0	10	38	2	2
OTU5817	0	47	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5818	0	2	0	1	0	0	18	8	3	0	1	0	0	0	0	0	0	26	7	0
OTU5819	0	2	0	0	3	4	5	11	20	5	0	1	0	2	0	1	7	3	0	2
OTU5820	0	35	7	0	9	7	1	0	3	0	0	0	0	0	1	0	1	0	2	0
OTU5821	0	2	0	1	1	0	0	1	1	0	0	0	0	1	1	0	5	24	20	9
OTU5822	0	0	0	0	2	1	8	25	20	8	1	1	0	0	0	0	0	0	0	0
OTU5823	0	0	0	2	0	0	16	26	5	0	0	0	0	0	3	0	0	0	14	0
OTU5824	0	3	3	5	10	2	8	6	9	6	0	0	0	0	3	0	1	6	3	1
OTU5825	0	0	0	0	0	0	26	31	5	0	0	0	0	0	0	0	0	0	4	0
OTU5826	0	0	0	8	0	1	20	1	1	0	0	0	0	0	0	0	0	25	10	0
OTU5827	0	0	0	0	0	0	1	4	53	2	0	1	0	1	0	0	2	1	0	1
OTU5828	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	0	4	55	0	0
OTU5829	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	63	0	0
OTU5830	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	64	0	0
OTU5831	0	8	0	0	0	0	2	14	0	0	0	0	1	0	0	0	0	41	0	0
OTU5832	0	1	0	0	0	5	0	3	11	5	0	0	0	2	0	6	8	14	3	8
OTU5833	0	0	0	0	0	0	8	0	5	0	0	0	0	0	3	0	0	34	12	4
OTU5834	1	1	2	3	4	4	6	15	29	1	0	0	0	0	0	0	0	0	0	0
OTU5835	0	8	2	0	3	8	2	10	23	1	0	0	0	0	0	0	5	2	1	1
OTU5836	0	9	0	1	1	5	4	3	6	0	0	0	0	2	0	1	25	6	3	0
OTU5837	0	0	0	0	0	0	3	1	4	0	0	0	1	0	2	0	9	42	4	0
OTU5838	0	8	9	2	2	0	3	0	2	2	0	0	0	1	4	2	2	18	3	8
OTU5839	0	4	5	0	7	3	0	3	4	1	0	0	0	2	1	5	9	9	8	5
OTU5840	0	13	7	2	10	8	1	7	17	0	0	1	0	0	0	0	0	0	0	0
OTU5841	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	62	0	0
OTU5842	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	10	36	11	4
OTU5843	0	1	2	0	0	3	9	11	9	0	0	0	0	6	6	3	2	6	5	3
OTU5844	0	0	0	5	2	14	7	5	3	5	0	0	3	0	0	3	0	7	12	0
OTU5845	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	7	43	9	4
OTU5846	0	6	0	0	0	0	16	6	0	1	0	0	0	0	0	0	2	20	0	15
OTU5847	0	35	8	2	6	5	1	5	1	1	0	0	0	0	0	0	0	2	0	0
OTU5848	0	0	0	0	0	0	0	15	0	29	0	0	0	0	0	22	0	0	0	0
OTU5849	0	0	0	0	0	0	3	19	29	11	0	1	0	1	0	0	1	0	1	0
OTU5850	0	0	0	0	2	0	52	5	6	1	0	0	0	0	0	0	0	0	0	0
OTU5851	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5852	0	4	0	0	25	5	16	0	1	3	0	0	0	0	1	0	11	0	0	0
OTU5853	0	2	17	0	23	0	4	0	3	0	1	0	2	0	0	1	9	2	1	1
OTU5854	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	9	49	6	0
OTU5855	0	0	0	0	0	0	3	8	3	0	1	0	0	0	3	0	0	48	0	0
OTU5856	0	0	0	0	0	0	0	22	14	0	0	0	0	0	0	0	25	0	0	5
OTU5857	0	0	0	1	0	1	21	26	6	9	0	0	0	0	0	0	0	1	0	1
OTU5858	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	31	0
OTU5859	0	0	5	9	11	6	4	14	6	3	1	0	0	0	1	0	0	2	1	2
OTU5860	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	29	3	5
OTU5861	0	0	0	0	0	0	10	21	6	1	0	0	0	0	0	0	0	24	3	0
OTU5862	0	6	4	0	0	25	4	3	10	0	1	0	0	0	1	2	3	3	0	3
OTU5863	0	0	0	0	1	1	6	23	20	10	4	0	0	0	0	0	0	0	0	0
OTU5864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	12	0
OTU5865	0	3	0	0	2	1	13	35	1	4	0	0	0	1	1	1	3	0	0	0
OTU5866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	47	0
OTU5867	0	0	0	0	0	0	20	16	5	3	0	0	0	0	0	1	0	20	0	0
OTU5868	0	15	6	4	2	11	8	7	9	2	0	1	0	0	0	0	0	0	0	0
OTU5869	0	0	0	0	0	3	4	15	12	2	0	0	1	8	11	3	1	0	3	2
OTU5870	0	6	2	11	3	1	3	14	21	4	0	0	0	0	0	0	0	0	0	0
OTU5871	0	0	0	0	0	5	14	28	6	4	0	0	0	0	0	0	0	8	0	0
OTU5872	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	42	0	0
OTU5873	0	0	0	0	0	0	4	1	0	7	0	0	1	0	0	0	2	17	5	28
OTU5874	0	1	0	0	1	39	12	0	9	0	0	1	0	0	1	0	1	0	0	0
OTU5875	0	19	16	1	18	8	1	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU5876	0	3	0	0	0	0	4	9	21	1	1	0	1	3	0	6	5	8	1	2
OTU5877	0	7	2	0	1	34	13	2	2	0	0	0	0	0	0	0	2	0	0	2
OTU5878	0	0	0	0	2	12	14	19	12	3	1	0	0	1	0	0	1	0	0	0
OTU5879	0	0	3	12	5	3	9	12	20	1	0	0	0	0	0	0	0	0	0	0
