OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU1760	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	?
OTU1758	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	?	?
OTU1762	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	?	?
OTU1759	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	metagenome
OTU1763	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	?	?
OTU1765	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1764	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	?	?
OTU1769	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	?	?
OTU1766	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU1767	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	?
OTU1773	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	metagenome
OTU1777	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	?
OTU1768	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Solirubrobacterales bacterium 67-14	?
OTU1770	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	metagenome
OTU1778	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	?	?
OTU1771	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU1774	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	?	uncultured delta proteobacterium
OTU1772	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	metagenome
OTU1775	Bacteria	Planctomycetota	OM190	metagenome	?	?	?
OTU1776	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	?
OTU1779	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1781	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma flavum
OTU1780	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	?	?	?
OTU1782	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	metagenome	?
OTU1783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU1787	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU1784	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	?
OTU1786	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	?
OTU1789	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	?
OTU1788	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Criblamydiaceae	Estrella	?
OTU1785	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	?	?
OTU1790	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	?
OTU1791	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1792	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1793	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU1795	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV114	?
OTU1794	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU1797	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	?
OTU1796	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	metagenome
OTU1798	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured soil bacterium
OTU1799	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	?
OTU1802	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	?
OTU1803	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	metagenome
OTU1800	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU1804	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	?	?
OTU1801	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	?
OTU1806	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU1805	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU1807	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Trachydiscus minutus	?	?
OTU1808	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1810	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1811	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Antarctic bacterium
OTU1812	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	?
OTU1815	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	?
OTU1814	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU1813	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU1816	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	?
OTU1809	Bacteria	Patescibacteria	Gracilibacteria	metagenome	?	?	?
OTU1817	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1818	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	?
OTU1820	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	metagenome	?
OTU1819	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1821	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	uncultured Bacteroidetes bacterium
OTU1825	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	uncultured Acidobacteria bacterium	?	?
OTU1822	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU1827	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	?	?
OTU1823	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU1829	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU1832	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	?
OTU1826	Bacteria	Patescibacteria	Gracilibacteria	wastewater metagenome	?	?	?
OTU1828	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	?	?
OTU1831	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	?
OTU1833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	Tardiphaga robiniae
OTU1834	Bacteria	Planctomycetota	OM190	metagenome	?	?	?
OTU1837	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	?
OTU1835	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU1830	Bacteria	Proteobacteria	?	?	?	?	?
OTU1836	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU1841	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Verrucomicrobium sp.
OTU1839	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	?
OTU1840	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum
OTU1842	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	?
OTU1843	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU1844	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU1845	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1846	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	uncultured cyanobacterium
OTU1849	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	uncultured gamma proteobacterium	?	?
OTU1847	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1851	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU1848	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Candidatus Nanopelagicus
OTU1850	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	?
OTU1852	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU1853	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	?	?	?
OTU1857	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	?
OTU1855	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU1854	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	alpha proteobacterium
OTU1856	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU1861	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU1859	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	?
OTU1858	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	?	?
OTU1863	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	metagenome
OTU1862	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU1864	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	?	?	?
OTU1868	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	?	?
OTU1866	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1865	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU1860	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU1867	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU1869	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	?
OTU1870	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	?	?	?
OTU1873	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	?
OTU1874	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	?
OTU1871	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	?	?	?
OTU1876	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1872	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1875	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU1882	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	?	?
OTU1880	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	metagenome	?	?
OTU1877	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	?
OTU1879	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	?
OTU1878	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU1881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	?
OTU1887	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU1883	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU1890	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU1885	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	metagenome
OTU1884	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster	uncultured proteobacterium
OTU1889	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	?	?
OTU1886	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	?
OTU1891	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	?	?
OTU1888	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU1892	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1894	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	?
OTU1893	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	metagenome
OTU1897	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU1899	Bacteria	Verrucomicrobiota	Verrucomicrobiae	?	uncultured Opitutae bacterium	?	?
OTU1905	Bacteria	Chloroflexi	KD4-96	?	?	?	?
OTU1896	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	uncultured Sphingobacteriales bacterium	?
OTU1898	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	?	?
OTU1900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU1901	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured Verrucomicrobia bacterium	?
OTU1895	Eukaryota	Phragmoplastophyta	Embryophyta	?	?	?	?
OTU1904	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1902	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	?	?
OTU1907	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	?	?
OTU1903	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	?
OTU1906	Bacteria	WPS-2	?	?	?	?	?
OTU1908	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella adelaidensis
OTU1910	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU1909	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	metagenome
OTU1914	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium somerae
OTU1921	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	?	?	?
OTU1920	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	?
OTU1915	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	uncultured bacterium SJA-22	?	?
OTU1912	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	?
OTU1913	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	?
OTU1916	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	metagenome	?
OTU1911	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1917	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU1919	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured beta proteobacterium	?
OTU1918	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU1923	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU1922	Bacteria	Dependentiae	Babeliae	Babeliales	?	?	?
OTU1931	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	?	?
OTU1924	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	metagenome
OTU1934	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	?
OTU1926	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chlorophyta symbiont of Lubomirskia sp.	?	?
OTU1930	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Closterium baillyanum	?	?
OTU1927	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU1929	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas rubra
OTU1933	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV114	?
OTU1928	Bacteria	Chloroflexi	JG30-KF-CM66	?	?	?	?
OTU1925	Bacteria	?	?	?	?	?	?
OTU1935	Bacteria	Latescibacterota	uncultured Acidobacterium sp.	?	?	?	?
OTU1932	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	uncultured soil bacterium	?
OTU1936	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1937	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU1939	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Candidatus Aquirestis	?
OTU1938	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	?
OTU1940	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU1941	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	?	?
OTU1942	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1944	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU1950	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU1951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium sp.
OTU1945	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU1952	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
OTU1943	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	metagenome
OTU1953	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	?
OTU1947	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1946	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	?	uncultured Rhodobium sp.
OTU1948	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	?
OTU1949	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	metagenome	?	?
OTU1955	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10 marine group	uncultured Bacteroidetes bacterium
OTU1954	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp.
OTU1956	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	?
OTU1963	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU1962	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU1957	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	?	metagenome
OTU1960	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter	Phreatobacter sp.
OTU1965	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	?
OTU1959	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured Acidobacteria bacterium	?	?
OTU1961	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	?	metagenome
OTU1966	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU1958	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU1969	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	?
OTU1964	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	?	?
OTU1967	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
OTU1968	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1970	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12	?
OTU1971	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU1972	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	?
OTU1973	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	metagenome
OTU1974	Bacteria	Chloroflexi	KD4-96	uncultured Longilinea sp.	?	?	?
OTU1980	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	?	?	?
OTU1975	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	?
OTU1982	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	?
OTU1979	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	metagenome
OTU1977	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	?
OTU1976	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Candidatus Nanopelagicus
OTU1978	Bacteria	Actinobacteriota	MB-A2-108	uncultured Catenulispora sp.	?	?	?
OTU1984	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	metagenome
OTU1981	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	?
OTU1983	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured Acidobacteria bacterium	?	?
OTU1985	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU1986	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter alkalilentus
OTU1987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured Alphaproteobacteria bacterium
OTU1996	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1989	Bacteria	Planctomycetota	vadinHA49	metagenome	?	?	?
OTU1992	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1990	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	?	?
OTU1988	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU1991	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU1998	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU1995	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	?	?	?
OTU2001	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	uncultured Bacteroidetes bacterium
OTU1993	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	?
OTU2000	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU1994	Bacteria	Planctomycetota	OM190	uncultured planctomycete	?	?	?
OTU1997	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	Angustibacter sp.
OTU1999	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	metagenome	?
OTU2002	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18 freshwater group	?
OTU2007	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	metagenome
OTU2004	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Candidatus Nanopelagicus
OTU2003	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	?
OTU2006	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	metagenome	?
OTU2016	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	?	?
OTU2012	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	metagenome
OTU2011	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
OTU2009	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU2010	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	metagenome
OTU2008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	?
OTU2015	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	Pedobacter nanyangensis
OTU2014	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	?
