Genome	WM01_S1_R1_001_val_1.fq.gz Relative Abundance (%)	WM01_S1_R1_001_val_1.fq.gz Mean	WM01_S1_R2_001_val_2.fq.gz Relative Abundance (%)	WM01_S1_R2_001_val_2.fq.gz Mean	WM02_S2_R1_001_val_1.fq.gz Relative Abundance (%)	WM02_S2_R1_001_val_1.fq.gz Mean	WM02_S2_R2_001_val_2.fq.gz Relative Abundance (%)	WM02_S2_R2_001_val_2.fq.gz Mean	WM03_S3_R1_001_val_1.fq.gz Relative Abundance (%)	WM03_S3_R1_001_val_1.fq.gz Mean	WM03_S3_R2_001_val_2.fq.gz Relative Abundance (%)	WM03_S3_R2_001_val_2.fq.gz Mean	WM04_S4_R1_001_val_1.fq.gz Relative Abundance (%)	WM04_S4_R1_001_val_1.fq.gz Mean	WM04_S4_R2_001_val_2.fq.gz Relative Abundance (%)	WM04_S4_R2_001_val_2.fq.gz Mean	WM05_S5_R1_001_val_1.fq.gz Relative Abundance (%)	WM05_S5_R1_001_val_1.fq.gz Mean	WM05_S5_R2_001_val_2.fq.gz Relative Abundance (%)	WM05_S5_R2_001_val_2.fq.gz Mean	WM11_S6_R1_001_val_1.fq.gz Relative Abundance (%)	WM11_S6_R1_001_val_1.fq.gz Mean	WM11_S6_R2_001_val_2.fq.gz Relative Abundance (%)	WM11_S6_R2_001_val_2.fq.gz Mean	WM12_S7_R1_001_val_1.fq.gz Relative Abundance (%)	WM12_S7_R1_001_val_1.fq.gz Mean	WM12_S7_R2_001_val_2.fq.gz Relative Abundance (%)	WM12_S7_R2_001_val_2.fq.gz Mean	WM13_S8_R1_001_val_1.fq.gz Relative Abundance (%)	WM13_S8_R1_001_val_1.fq.gz Mean	WM13_S8_R2_001_val_2.fq.gz Relative Abundance (%)	WM13_S8_R2_001_val_2.fq.gz Mean	WM14_S9_R1_001_val_1.fq.gz Relative Abundance (%)	WM14_S9_R1_001_val_1.fq.gz Mean	WM14_S9_R2_001_val_2.fq.gz Relative Abundance (%)	WM14_S9_R2_001_val_2.fq.gz Mean	WM15_S10_R1_001_val_1.fq.gz Relative Abundance (%)	WM15_S10_R1_001_val_1.fq.gz Mean	WM15_S10_R2_001_val_2.fq.gz Relative Abundance (%)	WM15_S10_R2_001_val_2.fq.gz Mean	WM16_S11_R1_001_val_1.fq.gz Relative Abundance (%)	WM16_S11_R1_001_val_1.fq.gz Mean	WM16_S11_R2_001_val_2.fq.gz Relative Abundance (%)	WM16_S11_R2_001_val_2.fq.gz Mean	WM17_S12_R1_001_val_1.fq.gz Relative Abundance (%)	WM17_S12_R1_001_val_1.fq.gz Mean	WM17_S12_R2_001_val_2.fq.gz Relative Abundance (%)	WM17_S12_R2_001_val_2.fq.gz Mean	WM18_S13_R1_001_val_1.fq.gz Relative Abundance (%)	WM18_S13_R1_001_val_1.fq.gz Mean	WM18_S13_R2_001_val_2.fq.gz Relative Abundance (%)	WM18_S13_R2_001_val_2.fq.gz Mean	WM19_S14_R1_001_val_1.fq.gz Relative Abundance (%)	WM19_S14_R1_001_val_1.fq.gz Mean	WM19_S14_R2_001_val_2.fq.gz Relative Abundance (%)	WM19_S14_R2_001_val_2.fq.gz Mean	WM20_S15_R1_001_val_1.fq.gz Relative Abundance (%)	WM20_S15_R1_001_val_1.fq.gz Mean	WM20_S15_R2_001_val_2.fq.gz Relative Abundance (%)	WM20_S15_R2_001_val_2.fq.gz Mean	WM21_S16_R1_001_val_1.fq.gz Relative Abundance (%)	WM21_S16_R1_001_val_1.fq.gz Mean	WM21_S16_R2_001_val_2.fq.gz Relative Abundance (%)	WM21_S16_R2_001_val_2.fq.gz Mean	WM22_S17_R1_001_val_1.fq.gz Relative Abundance (%)	WM22_S17_R1_001_val_1.fq.gz Mean	WM22_S17_R2_001_val_2.fq.gz Relative Abundance (%)	WM22_S17_R2_001_val_2.fq.gz Mean	WM23_S18_R1_001_val_1.fq.gz Relative Abundance (%)	WM23_S18_R1_001_val_1.fq.gz Mean	WM23_S18_R2_001_val_2.fq.gz Relative Abundance (%)	WM23_S18_R2_001_val_2.fq.gz Mean	WM24_S19_R1_001_val_1.fq.gz Relative Abundance (%)	WM24_S19_R1_001_val_1.fq.gz Mean	WM24_S19_R2_001_val_2.fq.gz Relative Abundance (%)	WM24_S19_R2_001_val_2.fq.gz Mean
WM02_S2_MAGScoT_cleanbin_000048	0.19561478	8.315192	0.19748189	8.347307	0.10583459	7.351682	0.10737202	7.37668	0	0	0	0	0.23348606	12.551669	0.23390783	12.521098	0.08274009	4.5695567	0.08227458	4.5474944	0.037156418	1.8254619	0.036427647	1.7939405	0.42348546	29.084316	0.4211145	28.912582	0.025429519	1.3081217	0.025498016	1.309936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM02_S2_MAGScoT_cleanbin_000049	0.3454505	14.684408	0.291511	12.321797	0.4124069	28.647385	0.36136964	24.826841	0.14076072	7.223884	0.116952494	5.9639416	0.3412292	18.34369	0.28506172	15.259367	0.2496115	13.785505	0.20322247	11.232546	0.17918609	8.803253	0.15767239	7.764841	0.16328648	11.21426	0.13937078	9.56882	0.15354493	7.8985157	0.13014176	6.6859083	0.18240608	9.044841	0.15733649	7.812796	0.14900254	7.8021717	0.12431796	6.5273786	0.17133641	11.82444	0.13837637	9.60914	0.008033131	0.5198933	0.0064851255	0.42077315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008607476	0.44263735	0.0074111	0.3815711	0.0076340805	0.34027776	0.0069748084	0.31119475	0	0	0	0
WM15_S10_MAGScoT_cleanbin_000040	0.6158755	26.17963	0.61786616	26.116413	0.21274003	14.77775	0.21491683	14.76523	0.292716	15.022277	0.29324675	14.95399	0.23612374	12.693465	0.23741499	12.708836	0.39809385	21.985865	0.39359638	21.754927	0.31155917	15.306623	0.31266385	15.397655	0.4015864	27.580328	0.40050477	27.497574	0.4191853	21.563341	0.41944686	21.54868	0.34136647	16.927097	0.34381092	17.072483	0.31523627	16.506617	0.31329495	16.44971	0.52554345	36.269333	0.5180391	35.973705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM03_S3_MAGScoT_cleanbin_000025	0.007671839	0.3261145	0.008017172	0.3388756	0.0057572364	0.39992005	0.005946565	0.4085413	0.14225109	7.300371	0.14196007	7.239192	0.050072074	2.6917589	0.05009294	2.6814775	0.08792044	4.8556566	0.08613145	4.760672	0.14423113	7.085946	0.14388642	7.0859275	0.022271134	1.5295467	0.022432234	1.5401365	0.005342656	0.27483192	0.005620224	0.28873363	0.068334736	3.3884661	0.067774184	3.365436	0.18399699	9.634575	0.18125084	9.516668	0.026275856	1.8133757	0.02576424	1.789122	0.010240477	0.66274965	0.010139326	0.6578679	0	0	0	0	0.022255132	1.4043307	0.022318091	1.4124032	0.053376585	3.6731	0.052632846	3.6280057	0.013100946	0.709757	0.012802649	0.7015333	0	0	0	0	0.008653711	0.38572624	0.008680563	0.38730037	0.009204536	0.36133492	0.009592756	0.37800193
WM14_S9_MAGScoT_cleanbin_000029	0.36637223	15.573749	0.30638298	12.950417	0.5100011	35.426662	0.446394	30.668192	0.16298541	8.364462	0.13581581	6.9258685	0.44669282	24.01317	0.37225646	19.926907	0.3134747	17.312534	0.25446066	14.064591	0.15050809	7.394328	0.13180006	6.490714	0.13876739	9.530327	0.117720924	8.0824	0.14121382	7.26419	0.118835576	6.1050634	0.19099115	9.470541	0.16241919	8.065186	0.1335914	6.995203	0.110648185	5.8096395	0.16503553	11.389599	0.13294095	9.231693	0.006412163	0.41498637	0.0057562836	0.37348384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0070694275	0.36354357	0.006462276	0.33271956	0.006520377	0.29063606	0.005939756	0.26501387	0	0	0	0
WM15_S10_MAGScoT_cleanbin_000020	0.03445725	1.4647087	0.02636216	1.1142948	0.050982002	3.541408	0.04085144	2.8065784	0.005154755	0.26454365	0.0045369603	0.23136032	0.20074277	10.791467	0.149263	7.990056	0.43223986	23.871675	0.30654946	16.943655	0.114021204	5.6017604	0.09085126	4.4741225	0.116167255	7.978185	0.088613324	6.083951	0.10317321	5.3073406	0.07752698	3.9828742	1.0028636	49.728283	0.7663482	38.05425	0.15443556	8.086659	0.112901494	5.927951	0.50937045	35.153183	0.35453737	24.619808	0.072114736	4.6671667	0.05075912	3.2933943	0.017913803	0.9977323	0.014698697	0.8201922	0.01568038	0.98945445	0.012083013	0.76467496	0.013021743	0.8960889	0.010835846	0.74691975	0.06688153	3.6233742	0.04663088	2.5551834	0.120082	6.175187	0.08769924	4.5153213	0.0757684	3.377264	0.055270355	2.4659953	0.06815295	2.6754243	0.046300326	1.8244612
WM16_S11_MAGScoT_cleanbin_000019	0.042374596	1.8012592	0.03342978	1.413034	0.09467897	6.5767694	0.07713281	5.299184	0.0055553904	0.2851044	0.0062540444	0.31892228	0.18908077	10.164545	0.14296675	7.653017	0.19665323	10.860735	0.14255129	7.879119	1.8337123	90.08865	1.4752626	72.65178	0.28749502	19.744709	0.22323473	15.326693	0.5268517	27.101816	0.39867955	20.481781	0.059082843	2.929699	0.047471315	2.3572645	0.13848522	7.251457	0.10540644	5.5344186	2.5954752	179.12154	1.8225998	126.565094	0.041084617	2.65894	0.029946685	1.943025	0.057637364	3.2101872	0.047328044	2.6409206	0.048654404	3.0701625	0.037703224	2.3860533	0.28555718	19.650564	0.22365285	15.4164915	0.23275954	12.609984	0.16346002	8.956946	0.061100937	3.1421006	0.04620014	2.3786807	0.0873025	3.8913789	0.06558458	2.9261847	0.14076196	5.525777	0.09838493	3.8768518
WM24_S19_MAGScoT_cleanbin_000023	0.020204818	0.85886633	0.019004239	0.8032849	0.04609331	3.2018209	0.0436533	2.9990718	0.4703372	24.137854	0.42446256	21.645283	0.020061616	1.0784659	0.01926904	1.0314727	0.022906302	1.2650657	0.021125007	1.1676251	0.05394771	2.650403	0.049316943	2.4286954	0.041423205	2.8448808	0.038408175	2.6370015	0.081228845	4.1784987	0.07484328	3.8450015	0.020162929	0.99980474	0.018996058	0.9432798	0.026711646	1.3986933	0.024824345	1.3034151	0.03533722	2.4387279	0.031540234	2.190219	0.2929778	18.961124	0.2561921	16.622461	0.26993737	15.034509	0.2517391	14.047125	0.3200311	20.194422	0.2885576	18.261404	0.31630945	21.766777	0.28962222	19.963789	0.2652891	14.372306	0.23248124	12.73903	0.19428097	9.99085	0.1759296	9.057988	0.273746	12.20182	0.24713959	11.026617	0.29735932	11.67319	0.26024947	10.255114
WM02_S2_MAGScoT_cleanbin_000015	0.49452192	21.021135	0.40240902	17.009314	0.7192886	49.964584	0.60789096	41.763367	0.22046298	11.31423	0.17675845	9.0137205	0.61225903	32.913628	0.4917909	26.325594	0.42587245	23.520018	0.33237043	18.370834	0.19874616	9.764222	0.17025106	8.384298	0.18416034	12.647843	0.15261129	10.477878	0.18916383	9.73079	0.15472685	7.948943	0.22421154	11.117818	0.18859652	9.365064	0.17746906	9.292755	0.14342266	7.53048	0.22415146	15.469365	0.17290351	12.006777	0.009208235	0.59594434	0.007781966	0.5049158	0	0	0	0	0	0	0	0	0	0	0	0	0.0075438465	0.40869552	0.0065061124	0.35650858	0.009688157	0.49821106	0.008321575	0.42844823	0.0087689515	0.39086294	0.008256818	0.36839414	0.0069818054	0.274079	0.0065439176	0.25786263
WM14_S9_MAGScoT_cleanbin_000027	0	0	0	0	0.0111848	0.77693975	0.011348384	0.7796575	0.0053191986	0.27298293	0.0054755523	0.27922338	0.027187403	1.4615319	0.027225794	1.4573982	0.009445947	0.5216793	0.009284818	0.513192	0.11003697	5.4060183	0.10993955	5.414158	0.20177165	13.857361	0.20197251	13.866886	0.14298947	7.355532	0.14222273	7.3065567	0.14450502	7.1654677	0.14345025	7.1232524	0.11717525	6.1356096	0.11570321	6.0750566	0.085437246	5.8962812	0.08386504	5.823761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM01_S1_MAGScoT_cleanbin_000030	0.42095286	17.893862	0.35991263	15.213048	0.039798368	2.7645495	0.035709932	2.4533463	0.008306424	0.42628828	0.0074847024	0.38167912	0.08121612	4.36599	0.06718729	3.596539	0.10324763	5.702144	0.082228474	4.544946	0.25386244	12.472035	0.22342286	11.002832	0.22603613	15.523809	0.18930228	12.996983	0.06043566	3.108875	0.05072793	2.6060987	0.113640875	5.635029	0.09705497	4.819421	0.045761142	2.3961759	0.03764241	1.976434	0.09117945	6.2925677	0.07227958	5.019243	0.08186142	5.297959	0.06356123	4.124031	0.306543	17.073305	0.26842788	14.978367	0.13237827	8.353258	0.10823653	6.8497624	0.15839526	10.8999405	0.13358372	9.207986	0.20211592	10.949835	0.15654518	8.578041	0.03909165	2.0102785	0.03258326	1.6775957	0.041572522	1.8530333	0.034969244	1.5602216	0.061657332	2.4204311	0.048216227	1.8999572
WM04_S4_MAGScoT_cleanbin_000026	0.45748946	19.44696	0.3407252	14.4020195	0.6469272	44.93808	0.5199599	35.722324	1.1531335	59.179176	0.84456426	43.068188	0.12613049	6.780483	0.0929924	4.977888	0.037858848	2.0908625	0.027979285	1.5464758	0.03959273	1.9451556	0.03261601	1.60623	0.02511123	1.7246001	0.020493751	1.4070455	0.015232311	0.7835664	0.012357239	0.63484126	0.040218193	1.994271	0.031925764	1.5853251	0.027524358	1.4412491	0.021913202	1.150564	0.09487801	6.5478163	0.068574175	4.7619324	0.11274134	7.2964654	0.08016668	5.2014394	0.045477413	2.5329232	0.03774814	2.1063588	0.06139512	3.8741198	0.047405295	3.0000503	0.088449046	6.086605	0.07006137	4.829362	0.14720394	7.9749217	0.103569254	5.6751757	0.08340126	4.2888894	0.0629519	3.241169	0.12003673	5.350458	0.09012692	4.021189	0.18877749	7.410683	0.13207331	5.20434
WM02_S2_MAGScoT_cleanbin_000011	0.20377062	8.6618805	0.20716107	8.7564335	0.17397629	12.08507	0.17719084	12.173377	0.0070055295	0.35952598	0.009654289	0.49231622	0.32210132	17.315422	0.32431886	17.360804	0.2413472	13.329085	0.23986119	13.257648	0.26177278	12.860663	0.26170942	12.888319	0.8335975	57.25017	0.8297875	56.970966	0.8214431	42.255913	0.8194288	42.09737	0.3507001	17.389917	0.35141462	17.450056	0.48695913	25.498486	0.48564416	25.498995	0.4383527	30.252037	0.433907	30.1314	0.14106508	9.129539	0.14101328	9.149338	0.5378748	29.95763	0.5340607	29.800766	1.7142621	108.1724	1.6967491	107.37898	0.47206336	32.484955	0.46983543	32.385967	0.14267172	7.7293844	0.14214921	7.7892013	0.048435457	2.4907815	0.04979889	2.5639675	0.2358682	10.513474	0.23753014	10.597874	0.08404578	3.2993162	0.08599077	3.3884604
WM03_S3_MAGScoT_cleanbin_000041	0.009279995	0.394474	0.008001917	0.3382308	0	0	0	0	0.38223013	19.61617	0.32705036	16.67779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010032121	0.6492651	0.007980336	0.5177866	0.011292165	0.6289317	0.010133238	0.56543803	0	0	0	0	0.015044155	1.0352607	0.013166994	0.9076068	0.0121069625	0.655907	0.009644273	0.52846706	0.012284884	0.6317471	0.010407408	0.53584033	0.02690186	1.1991104	0.022987125	1.0256157	0.030522186	1.1981844	0.024481637	0.96469724
WM12_S7_MAGScoT_cleanbin_000037	0.008554239	0.36362356	0	0	0.084855735	5.8944097	0.072357945	4.9711404	0.0060754446	0.31179374	0	0	0.016618647	0.8933799	0.012625053	0.6758197	0.01056776	0.5836346	0.008101898	0.4478095	0.19176935	9.421457	0.16312477	8.033352	0.2078588	14.275417	0.172185	11.821756	0.06330003	3.256221	0.051873516	2.6649523	0.0320194	1.5877231	0.025294945	1.2560611	0.013349364	0.69900846	0.009958175	0.5228591	0.012001338	0.8282484	0.009090082	0.63123405	0.008518871	0.5513297	0.00581613	0.37736684	0	0	0	0	0	0	0	0	0.005676879	0.3906534	0.004565019	0.31466883	0.0070025483	0.37937015	0	0	0	0	0	0	0.006724947	0.2997545	0	0	0	0	0	0
WM02_S2_MAGScoT_cleanbin_000031	1.7412443	74.01681	1.2073375	51.03261	1.1702744	81.2918	0.8864769	60.902794	0	0	0	0	1.4415027	77.491844	0.9717417	52.017376	0.10638276	5.8752904	0.06834401	3.7775218	0.16296946	8.006544	0.12462997	6.1376114	0.053652976	3.6848025	0.03825342	2.6263762	0.060864642	3.1309426	0.044251285	2.2733672	0.24386105	12.092164	0.17574437	8.726869	0.1998228	10.463257	0.13151115	6.9050603	0.067818485	4.6803575	0.043122534	2.9945178	0.14618342	9.460791	0.08766068	5.68767	0.04804049	2.6756768	0.03592561	2.004661	0.04521348	2.8530352	0.03023806	1.9136194	0.04778557	3.288355	0.034174044	2.3556323	0.097834304	5.300273	0.06391007	3.5020127	0.12773122	6.5685463	0.091437995	4.7078166	0.12702271	5.661848	0.09019607	4.024275	0.10179956	3.996262	0.06671595	2.6289375
WM15_S10_MAGScoT_cleanbin_000013	0	0	0	0	0	0	0	0	0	0	0	0	0.011147151	0.599245	0.010884736	0.58266044	0.0048570842	0.26824632	0.0046867533	0.25904703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5003552	26.19994	0.48188713	25.301731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092819845	0.6387381	0.009083912	0.6261581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM03_S3_MAGScoT_cleanbin_000030	0.27698636	11.774135	0.25013185	10.572753	0.4777055	33.183285	0.44207588	30.371529	0.5227604	26.828228	0.46890357	23.911531	0.3052751	16.410883	0.27482578	14.711438	0.13083465	7.225716	0.11577812	6.3993073	0.113477066	5.5750275	0.10551709	5.196366	0.06742349	4.63054	0.06155587	4.226259	0.059848905	3.0786917	0.054705467	2.8104408	0.055845506	2.7691712	0.051632166	2.563878	0.05634152	2.950193	0.05079896	2.6672254	0.04630089	3.1953635	0.04105735	2.8511071	0	0	0.004657216	0.30217323	0	0	0	0	0	0	0	0	0	0	0	0	0.005656624	0.30645335	0.005686444	0.3115941	0.008886477	0.4569849	0.008463337	0.43574712	0.007111627	0.31699017	0.0069711115	0.31102982	0	0	0	0
WM02_S2_MAGScoT_cleanbin_000045	0.12158288	5.168245	0.10764928	4.5501976	0.2181355	15.152541	0.1966235	13.508442	0	0	0	0	0.04834025	2.5986598	0.042759303	2.2889075	0.09586867	5.29462	0.0826856	4.5702124	0.061203033	3.0068502	0.05448832	2.6833687	0.15675858	10.765934	0.13975435	9.595156	0.13774425	7.085712	0.120329365	6.1818056	0.15840124	7.85453	0.14090219	6.996725	0.04562668	2.3891354	0.038922273	2.043634	0.056549996	3.9026852	0.04826024	3.3512912	0.05712928	3.6973286	0.044998758	2.9196455	0.057056982	3.177862	0.051997926	2.9015017	0.028621452	1.8060547	0.025007682	1.5826143	0.014864371	1.0228889	0.013473067	0.92870456	0.040861025	2.2136874	0.032901086	1.8028462	0.10208818	5.24986	0.08544907	4.3994684	0.16655053	7.4237423	0.14252615	6.359084	0.06279092	2.464932	0.049746413	1.9602542
WM05_S5_MAGScoT_cleanbin_000017	0.06214771	2.6417747	0.05877763	2.4844553	0.5682941	39.47592	0.548607	37.690437	0	0	0	0	0.124027714	6.667443	0.11429083	6.1179943	0.44739252	24.708527	0.42379266	23.423939	0.012000827	0.58958995	0.012024561	0.59216964	0.083024494	5.7019925	0.07887997	5.415685	0.39413327	20.274637	0.37444228	19.236614	0.014660251	0.7269474	0.014697022	0.7298042	0.026293986	1.3768235	0.024702974	1.2970421	0.16296078	11.246413	0.15146805	10.518254	0.052893043	3.4231653	0.04723353	3.064644	0.08402883	4.680094	0.08170812	4.5593405	0.01588722	1.0025064	0.014966908	0.94718266	0.008353581	0.57485014	0.008278723	0.5706561	0.09012267	4.8824873	0.083248675	4.56169	0.020348242	1.0464033	0.019325655	0.9950092	0.019414775	0.8653847	0.018591551	0.8294985	0.023238601	0.9122587	0.021701805	0.8551582
WM01_S1_MAGScoT_cleanbin_000018	3.1294513	133.0267	3.1393514	132.69637	1.5197033	105.5645	1.536963	105.59253	0.091624126	4.702179	0.10328988	5.2672224	1.533343	82.42897	1.5460448	82.75985	1.3590745	75.058754	1.3496345	74.59723	2.2312	109.616875	2.2255726	109.60204	2.6025198	178.73698	2.593166	178.03978	3.4275084	176.31471	3.412311	175.3042	3.0927603	153.3585	3.093562	153.61578	2.778895	145.51038	2.761331	144.98509	2.7927368	192.73514	2.7592964	191.61124	0.9285684	60.095676	0.923796	59.938473	1.4896026	82.965324	1.4851596	82.872406	1.9331646	121.98546	1.9174693	121.34729	1.3443156	92.508835	1.3422577	92.52243	0.8333199	45.14595	0.8252813	45.222073	0.7189292	36.970757	0.72343415	37.247047	0.86542094	38.57485	0.87118375	38.86957	0.70765215	27.77972	0.71112674	28.0219
WM03_S3_MAGScoT_cleanbin_000022	0.014291232	0.6074916	0.011794642	0.49854442	0.022537153	1.5655183	0.019899432	1.3671321	0.29558423	15.1694765	0.23556626	12.012599	0.014672366	0.78875244	0.012188187	0.65243423	0.008963513	0.4950355	0.007402913	0.40917507	0.01149815	0.5648939	0.010353292	0.5098652	0.005182764	0.35594416	0.0045956154	0.31552252	0.0083425315	0.42914876	0.007348693	0.37753206	0.006379489	0.31633517	0	0	0.0067310547	0.35245606	0	0	0.01667082	1.1505034	0.013777014	0.95670426	0.17927693	11.602557	0.14159772	9.187258	0.07854622	4.374733	0.06792531	3.7902548	0.060321108	3.8063486	0.049589008	3.1382468	0.14325729	9.858225	0.12107876	8.346013	0.13620645	7.3791223	0.105952665	5.805777	0.19483161	10.019168	0.15842561	8.15677	0.32198662	14.352074	0.26504156	11.82535	0.337491	13.248608	0.26303893	10.36503
WM01_S1_MAGScoT_cleanbin_000025	0.38587192	16.402641	0.37401852	15.809284	0.026946288	1.8717939	0.026704064	1.8346245	0.018223759	0.935249	0.017928233	0.91424245	0.19446802	10.45415	0.18805328	10.066502	0.10778069	5.952495	0.10308453	5.6977053	0.013140996	0.64560544	0.012964122	0.6384399	0.04572331	3.1402056	0.0443305	3.0436122	0.02722376	1.4004194	0.026421266	1.3573673	0.03085679	1.5300736	0.03015193	1.4972425	0.025769245	1.3493466	0.024936613	1.3093097	0.033934496	2.3419213	0.032489702	2.256152	0.0104696965	0.6775844	0.010183995	0.6607661	0.01498611	0.83467066	0.0147513235	0.82312876	0.007779247	0.49088165	0.0076676607	0.4852489	0.024514772	1.6869797	0.023924783	1.649146	0.013596209	0.7365884	0.013087417	0.7171374	0	0	0	0	0.008138683	0.36276963	0.00813764	0.36307675	0.017349793	0.6810866	0.016847264	0.66386527
WM02_S2_MAGScoT_cleanbin_000003	0.5957871	25.325716	0.5949093	25.146057	0.20532118	14.262408	0.20751949	14.257018	0.026589287	1.3645705	0.027931144	1.4243366	0.13364449	7.184418	0.13424377	7.1860757	0.38223875	21.110222	0.37692577	20.833504	0.21194158	10.412501	0.21191429	10.436073	0.3711157	25.487646	0.36895168	25.331224	0.14306581	7.359458	0.14213474	7.302036	0.06554008	3.2498894	0.06601161	3.2779124	0.07533469	3.944726	0.075235404	3.9502738	0.15743034	10.86474	0.15513894	10.773168	0.08854483	5.7305	0.08746099	5.674714	0.030419063	1.6942289	0.03086944	1.722525	0.113080055	7.1355133	0.11263295	7.1279907	0.08795906	6.0528865	0.08789747	6.058812	0.09584326	5.1924057	0.09394203	5.1476426	0.16169715	8.315236	0.16152202	8.316194	0.25353092	11.300763	0.2529116	11.284146	0.20861083	8.189264	0.20687832	8.152026
WM01_S1_MAGScoT_cleanbin_000039	0.36088917	15.340674	0.35741577	15.107507	0.08595562	5.970812	0.08595229	5.9051003	1.6656493	85.481636	1.6389139	83.57569	0.057954125	3.1154795	0.057864603	3.0974953	0.059761867	3.3005192	0.05885881	3.2532542	0.08171924	4.0147934	0.08135225	4.0063276	0.04798502	3.2955363	0.047545824	3.2643676	0.06501298	3.3443372	0.06443862	3.3104722	0.096486814	4.7844234	0.09590154	4.762145	0.11509359	6.0266085	0.11284265	5.924861	0.17617361	12.15827	0.17013472	11.814506	0.021985501	1.4228716	0.021876685	1.4194207	0	0	0.0048224498	0.26909432	0.0072237123	0.4558266	0.007367735	0.466268	0.0049777227	0.34254104	0.0055070994	0.3796068	0.027085332	1.4673754	0.02693131	1.4757266	0.041052807	2.1111305	0.040758215	2.0984952	0.034089457	1.5194868	0.034104	1.5216169	0.02356465	0.92505807	0.023298519	0.9180766
WM05_S5_MAGScoT_cleanbin_000006	0.18090983	7.690114	0.18371435	7.765371	0.12601689	8.753623	0.12772295	8.774831	0.020011837	1.0270137	0.020372717	1.0388979	0.31051895	16.69278	0.31162035	16.681053	0.34358293	18.975344	0.34039804	18.814537	0.18603344	9.139658	0.18614441	9.166993	0.056721732	3.89556	0.05705642	3.9173393	0.0076187234	0.39191526	0.008152333	0.4188183	0	0	0	0	0.089663014	4.6949954	0.08987124	4.718735	0.0055294144	0.38160148	0.006244403	0.43362427	0.30874243	19.981388	0.30461878	19.76452	0.017022498	0.94809	0.017224561	0.96113616	0.0053594112	0.33818653	0.005776373	0.3655585	0.3042376	20.936054	0.30375054	20.93766	0.021592394	1.1697898	0.022113798	1.2117466	0.11585581	5.9578567	0.11673975	6.0105143	0.13383445	5.9654713	0.13493884	6.0205607	0.13862595	5.441925	0.13905606	5.479494
WM02_S2_MAGScoT_cleanbin_000052	0	0	0	0	0.20022394	13.908334	0.18810055	12.922897	0	0	0	0	0.047756676	2.5672882	0.044825602	2.3995168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005862714	0.3794268	0.005385268	0.34941128	0.012437179	0.6927047	0.011811401	0.6590801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061177537	0.27268976	0	0	0	0	0	0
WM02_S2_MAGScoT_cleanbin_000044	0	0	0	0	0.23560658	16.36615	0.23216978	15.950543	0	0	0	0	0.009390661	0.50482017	0.008574309	0.45898315	0	0	0	0	0.110910565	5.4489374	0.108349405	5.335848	0	0	0	0	0	0	0	0	0.020784501	1.0306262	0.0205261	1.0192565	0.0646763	3.386624	0.06265991	3.2899907	0.012264002	0.8463756	0.01200939	0.8339568	0	0	0	0	0	0	0	0	0.07634398	4.817415	0.073987216	4.682291	0	0	0	0	0	0	0	0	0.026076248	1.3409647	0.025396185	1.307559	0	0	0	0	0.19488247	7.650341	0.18668842	7.356445
WM01_S1_MAGScoT_cleanbin_000022	0.815009	34.644398	0.68550414	28.975384	0.69537896	48.30373	0.60905236	41.84316	0.121872395	6.2545295	0.10332157	5.2688384	0.584003	31.394648	0.490188	26.23979	0.35222182	19.452452	0.29015878	16.037706	0.100982666	4.961189	0.0905435	4.4589663	0.0672602	4.619325	0.05894773	4.0471916	0.08904729	4.580688	0.07665302	3.9379752	0.16898178	8.379179	0.1469069	7.294898	0.19070967	9.986069	0.16140224	8.474507	0.097487815	6.727927	0.08104927	5.6282287	0.15190816	9.831288	0.12382789	8.034301	0.1518188	8.455743	0.13634242	7.607952	0.07066052	4.45878	0.059798773	3.784373	0.08437132	5.805997	0.07431833	5.1227956	0.08022934	4.346506	0.06377077	3.4943798	0.086243115	4.435031	0.07272184	3.7441883	0.07719111	3.4406788	0.0654402	2.9197428	0.037380733	1.4674249	0.030684825	1.2091335
